RK_x,Player Name,Club1,Club2,Club3,POS_x,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER,RK_y,NAME,POS_y,TEAM,SALARY
17,Bradley Beal,WSH,,,SG,82,36.3,22.6,8.3,18.1,46,2.4,6.5,37.5,3.6,4.5,79.1,4.4,4.5,1.2,0.4,2.6,4,0,18.51,15,Bradley Beal,SG,Washington Wizards,"$25,434,263.00"
18,Lou Williams,LAC,,,SG,79,32.8,22.6,7.4,16.9,43.5,2.4,6.6,35.9,5.5,6.2,88,2.5,5.3,1.1,0.2,3,7,0,20.29,165,Lou Williams,SG,LA Clippers,"$7,000,000.00"
19,Jimmy Butler,MIN,,,SF,59,36.7,22.2,7.4,15.6,47.4,1.2,3.4,35,6.2,7.2,85.4,5.3,4.9,2,0.4,1.8,3,0,23.7,39,Jimmy Butler,SF,Minnesota Timberwolves,"$19,301,070.00"
20,Kemba Walker,CHA,,,PG,80,34.2,22.1,7.4,17,43.1,2.9,7.5,38.4,4.5,5.3,86.4,3.1,5.6,1.1,0.3,2.2,3,0,20.62,103,Kemba Walker,PG,Charlotte Hornets,"$12,000,000.00"
21,Paul George,OKC,,,SG,79,36.6,21.9,7.3,17,43,3.1,7.7,40.1,4.3,5.2,82.2,5.7,3.3,2,0.5,2.7,4,0,18.71,38,Paul George,SG,Oklahoma City Thunder,"$19,508,958.00"
22,Blake Griffin,LAC,DET,,PF,58,34,21.4,7.5,17.2,43.8,1.9,5.6,34.5,4.5,5.7,78.5,7.4,5.8,0.7,0.3,2.8,16,3,19.65,2,Blake Griffin,PF,Detroit Pistons,"$32,088,932.00"
23,CJ McCollum,POR,,,SG,81,36.1,21.4,8.2,18.6,44.3,2.3,5.9,39.7,2.6,3.1,83.6,4,3.4,1,0.4,1.9,1,0,17,23,CJ McCollum,SG,Portland Trail Blazers,"$23,962,573.00"
24,Karl-Anthony Towns,MIN,,,C,82,35.6,21.3,7.8,14.3,54.5,1.5,3.5,42.1,4.2,4.9,85.8,12.3,2.4,0.8,1.4,1.9,68,0,24.99,174,Karl-Anthony Towns,C,Minnesota Timberwolves,"$6,216,840.00"
25,Donovan Mitchell,UTAH,,,SG,79,33.4,20.5,7.5,17.2,43.7,2.4,7,34,3,3.8,80.5,3.7,3.7,1.5,0.3,2.7,0,0,16.74,268,Donovan Mitchell,SG,Utah Jazz,"$2,621,280.00"
26,Khris Middleton,MIL,,,SF,82,36.4,20.1,7.2,15.5,46.6,1.8,5,35.9,3.9,4.4,88.4,5.2,4,1.5,0.3,2.3,5,1,17.45,438,Khris Middleton,SF,Milwaukee Bucks,"$1,300,000.00"
27,MarShon Brooks,MEM,,,G,7,27.6,20.1,7.3,14.6,50,2.7,4.6,59.4,2.9,3.3,87,3.1,3.6,1.6,0.4,2.3,0,0,26.4,587,MarShon Brooks,G,Memphis Grizzlies,"$60,283.00"
28,Klay Thompson,GS,,,SG,73,34.3,20,7.9,16.1,48.8,3.1,7.1,44,1.1,1.3,83.7,3.8,2.5,0.8,0.5,1.8,2,0,16.15,53,Klay Thompson,SG,Golden State Warriors,"$17,826,150.00"
29,T.J. Warren,PHX,,,SF,65,33,19.6,8.1,16.4,49.8,0.3,1.4,22.2,3,3.9,75.7,5.1,1.3,1,0.6,1.3,6,0,17.71,253,T.J. Warren,SF,Phoenix Suns,"$3,152,931.00"
30,John Wall,WSH,,,PG,41,34.4,19.4,6.8,16.3,42,1.5,4.1,37.1,4.3,5.9,72.6,3.7,9.6,1.4,1.1,3.9,19,0,19.2,41,John Wall,PG,Washington Wizards,"$19,169,800.00"
31,Tyreke Evans,MEM,,,G,52,30.9,19.4,7,15.6,45.2,2.2,5.5,39.9,3.2,4,78.5,5.1,5.2,1.1,0.3,2.3,7,0,21.16,245,Tyreke Evans,G,Memphis Grizzlies,"$3,290,000.00"
32,Dennis Schroder,ATL,,,PG,67,31,19.4,7.5,17.1,43.6,1.1,3.9,29,3.4,4,84.9,3.1,6.2,1.1,0.1,2.7,5,0,17.41,68,Dennis Schroder,PG,Atlanta Hawks,"$15,500,000.00"
33,Jrue Holiday,NO,,,PG,81,36.1,19,7.6,15.4,49.4,1.5,4.4,33.7,2.3,2.9,78.6,4.5,6,1.5,0.8,2.6,8,1,17.87,14,Jrue Holiday,PG,New Orleans Pelicans,"$25,686,667.00"
34,Harrison Barnes,DAL,,,SF,77,34.2,18.9,7,15.7,44.5,1.5,4.3,35.7,3.4,4.1,82.7,6.1,2,0.6,0.2,1.5,8,0,15.89,26,Harrison Barnes,SF,Dallas Mavericks,"$23,112,004.00"
35,Chris Paul,HOU,,,PG,58,31.8,18.6,6.3,13.8,46,2.5,6.5,38,3.5,3.8,91.9,5.4,7.9,1.7,0.2,2.2,14,1,24.39,19,Chris Paul,PG,Houston Rockets,"$24,599,495.00"
36,Tobias Harris,LAC,DET,,PF,80,33.4,18.6,7,15.3,46,2.3,5.6,41.1,2.2,2.7,82.9,5.5,2.4,0.9,0.4,1.3,3,0,17.2,65,Tobias Harris,PF,LA Clippers,"$16,000,000.00"
37,Nikola Jokic,DEN,,,C,75,32.5,18.5,6.7,13.5,49.9,1.5,3.7,39.6,3.5,4.2,85,10.7,6.1,1.2,0.8,2.8,38,10,24.52,367,Nikola Jokic,C,Denver Nuggets,"$1,471,382.00"
38,Eric Gordon,HOU,,,SG,69,31.2,18,6,14.1,42.8,3.2,8.8,35.9,2.8,3.5,80.9,2.5,2.2,0.6,0.4,1.9,0,0,15.22,87,Eric Gordon,SG,Houston Rockets,"$12,943,020.00"
39,Jeremy Lin,BKN,,,G,1,25,18,5,12,41.7,1,2,50,7,7,100,0,4,0,0,3,0,0,15.97,93,Jeremy Lin,G,Brooklyn Nets,"$12,516,746.00"
40,Evan Fournier,ORL,,,SG,57,32.2,17.8,6.5,14.1,45.9,2.2,5.9,37.9,2.6,3,86.7,3.2,2.9,0.8,0.3,1.7,0,0,15.61,62,Evan Fournier,SG,Orlando Magic,"$17,000,000.00"
41,Eric Bledsoe,MIL,PHX,,SG,74,31.4,17.7,6.3,13.4,47.3,1.7,4.9,34.7,3.4,4.3,79.5,3.8,5,2,0.6,2.9,3,1,19.79,71,Eric Bledsoe,SG,Milwaukee Bucks,"$15,000,000.00"
42,Andrew Wiggins,MIN,,,SF,82,36.3,17.7,6.9,15.9,43.8,1.4,4.1,33.1,2.5,3.8,64.3,4.4,2,1.1,0.6,1.7,1,0,13.1,148,Andrew Wiggins,SF,Minnesota Timberwolves,"$7,574,323.00"
43,Aaron Gordon,ORL,,,PF,58,32.9,17.6,6.5,14.9,43.4,2,5.9,33.6,2.7,3.9,69.8,7.9,2.3,1,0.8,1.8,17,0,16.51,,Aaron Gordon,PF,Orlando Magic,"$5,504,420.00"
44,Kevin Love,CLE,,,PF,59,28,17.6,5.7,12.4,45.8,2.3,5.6,41.5,4,4.5,88,9.3,1.7,0.7,0.4,1.5,31,0,22.44,21,Kevin Love,PF,Cleveland Cavaliers,"$24,119,025.00"
45,Tim Hardaway Jr.,NY,,,SF,57,33.1,17.5,6.3,15,42.1,2.3,7.2,31.7,2.6,3.1,81.6,3.9,2.7,1.1,0.2,1.6,2,0,14.48,57,Tim Hardaway Jr.,SF,New York Knicks,"$17,325,000.00"
46,Gary Harris,DEN,,,SG,67,34.4,17.5,6.6,13.6,48.5,2.3,5.9,39.6,2,2.4,82.7,2.6,2.9,1.8,0.2,1.8,0,0,16.6,269,Gary Harris,SG,Denver Nuggets,"$2,550,055.00"
47,Goran Dragic,MIA,,,PG,75,31.7,17.3,6.5,14.3,45,1.5,4,37,2.9,3.6,80.1,4.1,4.8,0.8,0.2,2.2,3,0,16.64,49,Goran Dragic,PG,Miami Heat,"$18,109,175.00"
48,Marc Gasol,MEM,,,C,73,33,17.2,5.9,14.2,42,1.5,4.4,34.1,3.8,4.6,83.4,8.1,4.2,0.7,1.4,2.7,25,1,17.42,29,Marc Gasol,C,Memphis Grizzlies,"$22,642,350.00"
49,JJ Redick,PHI,,,SG,70,30.2,17.1,5.8,12.6,46,2.8,6.6,42,2.8,3.1,90.4,2.5,3,0.5,0.1,1.5,0,0,15.92,,JJ Redick,SG,Philadelphia 76ers,"$23,000,000.00"
50,Mike Conley,MEM,,,PG,12,31.1,17.1,5.3,14,38.1,2,6.4,31.2,4.4,5.5,80.3,2.3,4.1,1,0.3,1.5,0,0,15.48,6,Mike Conley,PG,Memphis Grizzlies,"$28,530,608.00"
51,Zach LaVine,CHI,,,SG,24,27.3,16.7,5.7,14.8,38.3,1.8,5.1,34.1,3.6,4.5,81.3,3.9,3,1,0.2,1.8,0,0,14.65,,Zach LaVine,SG,Chicago Bulls,"$3,202,218.00"
52,Jamal Murray,DEN,,,PG,81,31.7,16.7,5.9,13.1,45.1,2,5.4,37.8,2.8,3.1,90.5,3.7,3.4,1,0.3,2.1,1,0,16.17,241,Jamal Murray,PG,Denver Nuggets,"$3,355,320.00"
53,Dwight Howard,CHA,,,C,81,30.4,16.6,6.2,11.2,55.5,0,0.1,14.3,4.1,7.2,57.4,12.5,1.3,0.6,1.6,2.6,53,0,20.56,24,Dwight Howard,C,Charlotte Hornets,"$23,819,725.00"
54,Nikola Vucevic,ORL,,,C,57,29.5,16.5,7,14.7,47.5,1.1,3.6,31.4,1.4,1.6,81.9,9.2,3.4,1,1.1,1.9,29,1,19.79,90,Nikola Vucevic,C,Orlando Magic,"$12,750,000.00"
55,Kyle Lowry,TOR,,,PG,78,32.2,16.2,5.2,12.1,42.7,3.1,7.6,39.9,2.9,3.3,85.4,5.6,6.9,1.1,0.2,2.3,23,3,19.53,4,Kyle Lowry,PG,Toronto Raptors,"$31,200,000.00"
56,Kawhi Leonard,SA,,,SF,9,23.3,16.2,5.8,12.3,46.8,1.2,3.9,31.4,3.4,4.2,81.6,4.7,2.3,2,1,1.8,0,0,26.03,45,Kawhi Leonard,SF,San Antonio Spurs,"$18,868,626.00"
57,Carmelo Anthony,OKC,,,PF,78,32.1,16.2,6.1,15,40.4,2.2,6.1,35.7,1.9,2.5,76.7,5.8,1.3,0.6,0.6,1.3,6,0,12.78,11,Carmelo Anthony,PF,Oklahoma City Thunder,"$26,243,760.00"
58,Julius Randle,LAL,,,PF,82,26.7,16.1,6.1,11,55.8,0.1,0.5,22.2,3.7,5.2,71.8,8,2.6,0.5,0.5,2.6,28,1,19.96,219,Julius Randle,PF,Los Angeles Lakers,"$4,149,242.00"
59,Kyle Kuzma,LAL,,,SF,77,31.2,16.1,6.1,13.5,45,2.1,5.6,36.6,1.9,2.7,70.7,6.3,1.8,0.6,0.4,1.8,17,0,14.22,381,Kyle Kuzma,SF,Los Angeles Lakers,"$1,423,560.00"
60,Brandon Ingram,LAL,,,SF,59,33.5,16.1,6.1,12.9,47,0.7,1.8,39,3.3,4.8,68.1,5.3,3.9,0.8,0.7,2.5,6,0,13.9,187,Brandon Ingram,SF,Los Angeles Lakers,"$5,519,400.00"
61,Ben Simmons,PHI,,,PG,81,33.7,15.8,6.7,12.3,54.5,0,0.1,0,2.4,4.2,56,8.1,8.2,1.7,0.9,3.4,38,12,20.03,168,Ben Simmons,PG,Philadelphia 76ers,"$6,434,520.00"
62,Will Barton,DEN,,,SF,81,33.1,15.7,5.7,12.7,45.2,1.9,5.2,37,2.2,2.8,80.5,5,4.1,1,0.6,1.8,2,0,16.21,231,Will Barton,SF,Denver Nuggets,"$3,533,333.00"
63,Nikola Mirotic,NO,CHI,,F,55,27.2,15.6,5.6,12.4,44.7,2.5,6.5,37.7,2,2.5,81.8,7.4,1.5,0.8,0.7,1.1,12,0,18.72,96,Nikola Mirotic,F,New Orleans Pelicans,"$12,500,000.00"
64,D'Angelo Russell,BKN,,,PG,48,25.7,15.5,5.8,14,41.4,1.9,5.8,32.4,2,2.7,74,3.9,5.2,0.8,0.4,3.1,5,1,15.31,161,D'Angelo Russell,PG,Brooklyn Nets,"$7,019,698.00"
65,Danilo Gallinari,LAC,,,PF,21,32,15.3,4.9,12.2,39.8,1.7,5.3,32.4,3.9,4.1,93.1,4.8,2,0.6,0.5,1.2,0,0,13.96,36,Danilo Gallinari,PF,LA Clippers,"$20,559,599.00"
66,Lauri Markkanen,CHI,,,PF,68,29.7,15.2,5.5,12.7,43.4,2.1,5.9,36.2,2.1,2.4,84.3,7.5,1.2,0.6,0.6,1.2,14,0,15.68,208,Lauri Markkanen,PF,Chicago Bulls,"$4,536,120.00"
67,Dennis Smith Jr.,DAL,,,PG,69,29.7,15.2,5.9,14.8,39.5,1.5,4.9,31.3,1.9,2.8,69.4,3.8,5.2,1,0.3,2.8,6,1,12.89,250,Dennis Smith Jr.,PG,Dallas Mavericks,"$3,218,280.00"
68,Isaiah Thomas,LAL,CLE,,G,32,26.9,15.2,4.9,13.2,37.3,1.7,5.9,29.3,3.7,4.1,89.3,2.1,4.8,0.5,0.1,3,0,0,12.63,173,Isaiah Thomas,G,Los Angeles Lakers,"$6,261,395.00"
69,Austin Rivers,LAC,,,SG,61,33.7,15.1,5.6,13.2,42.4,2.2,5.9,37.8,1.7,2.6,64.2,2.4,4,1.2,0.3,1.8,0,0,12.6,91,Austin Rivers,SG,LA Clippers,"$12,650,000.00"
70,Andre Drummond,DET,,,C,78,33.7,15,6,11.3,52.9,0,0.1,0,3.1,5.1,60.5,16,3,1.5,1.6,2.6,62,0,22.94,16,Andre Drummond,C,Detroit Pistons,"$25,434,263.00"
71,Otto Porter Jr.,WSH,,,SF,77,31.6,14.7,5.8,11.5,50.3,1.8,4.1,44.1,1.4,1.7,82.8,6.4,2,1.5,0.5,1,13,0,18.37,13,Otto Porter Jr.,SF,Washington Wizards,"$26,011,913.00"
72,Rodney Hood,UTAH,CLE,,SG,60,26.9,14.7,5.4,12.5,42.9,2.1,5.6,38.1,1.9,2.2,86,2.8,1.6,0.8,0.2,1.2,0,0,14.38,,Rodney Hood,SG,Cleveland Cavaliers,"$1,537,302.00"
73,Dario Saric,PHI,,,PF,78,29.6,14.6,5.2,11.4,45.3,2,5.1,39.3,2.3,2.7,86,6.7,2.6,0.7,0.3,1.9,13,0,15.88,272,Dario Saric,PF,Philadelphia 76ers,"$2,526,840.00"
74,Paul Millsap,DEN,,,PF,38,30.1,14.6,5.3,11.4,46.4,1,3,34.5,2.9,4.2,69.6,6.4,2.8,1,1.2,1.9,2,0,17.06,3,Paul Millsap,PF,Denver Nuggets,"$31,269,231.00"
75,Reggie Jackson,DET,,,PG,45,26.7,14.6,5.5,12.8,42.6,1.2,3.8,30.8,2.5,3,83.6,2.8,5.3,0.6,0.1,2.2,0,0,15.96,60,Reggie Jackson,PG,Detroit Pistons,"$17,043,478.00"
76,Jaylen Brown,BOS,,,SG,70,30.7,14.5,5.3,11.5,46.5,1.7,4.4,39.5,2.1,3.3,64.4,4.9,1.6,1,0.4,1.8,2,0,13.69,203,Jaylen Brown,SG,Boston Celtics,"$4,956,480.00"
77,Zach Randolph,SAC,,,F,59,25.6,14.5,6.1,12.9,47.3,0.9,2.5,34.7,1.4,1.8,78.5,6.7,2.2,0.7,0.2,2,8,0,17.41,97,Zach Randolph,F,Sacramento Kings,"$12,307,692.00"
78,Jusuf Nurkic,POR,,,C,79,26.4,14.3,6.1,12,50.5,0,0.1,0,2.2,3.5,63,9,1.8,0.8,1.4,2.3,27,0,19.28,263,Jusuf Nurkic,C,Portland Trail Blazers,"$2,947,305.00"
79,Dion Waiters,MIA,,,G,30,30.6,14.3,5.4,13.7,39.8,1.7,5.7,30.6,1.7,2.3,73.9,2.6,3.8,0.8,0.3,2.3,0,0,10.59,104,Dion Waiters,G,Miami Heat,"$11,550,000.00"
80,Bojan Bogdanovic,IND,,,SF,80,30.8,14.3,5.1,10.7,47.4,1.9,4.8,40.2,2.2,2.6,86.8,3.4,1.5,0.7,0.1,1.3,0,0,13.98,111,Bojan Bogdanovic,SF,Indiana Pacers,"$10,500,000.00"
81,Avery Bradley,LAC,DET,,PG,46,31.2,14.3,5.6,13.6,41.4,1.6,4.4,36.9,1.4,1.8,76.8,2.5,2,1.1,0.2,2.2,0,0,9.71,130,Avery Bradley,PG,LA Clippers,"$8,808,989.00"
82,Jeff Teague,MIN,,,PG,70,33,14.2,5.1,11.3,44.6,1.2,3.3,36.8,2.9,3.4,84.5,3,7,1.5,0.3,2.5,13,0,16.44,42,Jeff Teague,PG,Minnesota Timberwolves,"$19,000,000.00"
83,Taurean Prince,ATL,,,PF,82,30,14.1,5.1,11.9,42.6,2.1,5.6,38.5,1.9,2.2,84.4,4.7,2.6,1,0.5,2.3,5,0,12.9,273,Taurean Prince,PF,Atlanta Hawks,"$2,526,840.00"
84,Enes Freedom,NY,,,C,71,25.8,14.1,5.9,10,59.2,0,0,0,2.2,2.6,84.8,11,1.5,0.5,0.5,1.7,39,0,24.02,46,Enes Freedom,C,New York Knicks,"$18,622,514.00"
85,Hassan Whiteside,MIA,,,C,54,25.3,14,5.8,10.7,54,0,0,100,2.4,3.4,70.3,11.4,1,0.7,1.7,1.7,28,0,24.18,17,Hassan Whiteside,C,Miami Heat,"$25,434,262.00"
86,Jonathon Simmons,ORL,,,G,69,29.4,13.9,5.1,11,46.5,1,3,33.8,2.7,3.5,76.8,3.5,2.5,0.8,0.2,2.1,0,0,12.8,178,Jonathon Simmons,G,Orlando Magic,"$6,000,000.00"
87,Rondae Hollis-Jefferson,BKN,,,SF,68,28.3,13.9,5,10.6,47.2,0.2,0.8,24.1,3.7,4.6,78.8,6.8,2.5,1,0.7,1.8,12,0,16.9,278,Rondae Hollis-Jefferson,SF,Brooklyn Nets,"$2,470,357.00"
88,Jayson Tatum,BOS,,,SF,80,30.5,13.9,5,10.4,47.5,1.3,3,43.4,2.7,3.2,82.6,5,1.6,1,0.7,1.4,4,0,15.29,185,Jayson Tatum,SF,Boston Celtics,"$5,645,400.00"
89,Steven Adams,OKC,,,C,76,32.7,13.9,5.9,9.4,62.9,0,0,0,2.1,3.8,55.9,9,1.2,1.2,1,1.7,28,0,20.69,31,Steven Adams,C,Oklahoma City Thunder,"$22,471,910.00"
90,Jordan Clarkson,LAL,CLE,,PG,81,23.3,13.9,5.3,11.8,45.1,1.4,3.9,35.2,1.9,2.3,80,2.7,2.7,0.7,0.1,1.6,1,0,16.5,95,Jordan Clarkson,PG,Cleveland Cavaliers,"$12,500,000.00"
91,Clint Capela,HOU,,,C,74,27.5,13.9,6,9.1,65.2,0,0,0,1.9,3.5,56,10.8,0.9,0.8,1.9,1.4,42,0,24.55,285,Clint Capela,C,Houston Rockets,"$2,334,528.00"
92,Marcus Morris Sr.,BOS,,,SF,54,26.7,13.6,4.9,11.3,42.9,1.6,4.3,36.8,2.3,2.9,80.5,5.4,1.3,0.6,0.2,1.2,2,0,14.57,198,Marcus Morris Sr.,SF,Boston Celtics,"$5,000,000.00"
93,Rudy Gobert,UTAH,,,C,56,32.4,13.5,4.9,7.9,62.2,0,0,0,3.6,5.3,68.2,10.7,1.4,0.8,2.3,1.9,31,0,20.71,32,Rudy Gobert,C,Utah Jazz,"$21,924,719.00"
94,Buddy Hield,SAC,,,SG,80,25.3,13.5,5.2,11.7,44.6,2.2,5.1,43.1,0.9,1,87.7,3.8,1.9,1.1,0.3,1.6,0,0,16.13,228,Buddy Hield,SG,Sacramento Kings,"$3,675,480.00"
95,DeMarre Carroll,BKN,,,F,73,29.9,13.5,4.5,10.8,41.4,2,5.4,37.1,2.6,3.4,76.4,6.6,2,0.8,0.4,1.4,13,0,14.31,70,DeMarre Carroll,F,Brooklyn Nets,"$15,400,000.00"
96,Kris Dunn,CHI,,,PG,52,29.3,13.4,5.5,12.8,42.9,0.8,2.6,32.1,1.6,2.2,73.7,4.3,6,2,0.5,2.9,4,0,14.58,215,Kris Dunn,PG,Chicago Bulls,"$4,221,000.00"
97,Kentavious Caldwell-Pope,LAL,,,SG,74,33.2,13.4,4.6,10.8,42.6,2.1,5.6,38.3,2.1,2.6,78.9,5.2,2.2,1.4,0.2,1.3,4,0,13.22,54,Kentavious Caldwell-Pope,SG,Los Angeles Lakers,"$17,745,894.00"
98,Bobby Portis,CHI,,,C,73,22.5,13.2,5.2,11.1,47.1,1.1,3.1,35.9,1.6,2.1,76.9,6.8,1.7,0.7,0.3,1.4,12,0,19.78,277,Bobby Portis,C,Chicago Bulls,"$2,494,346.00"
99,Allen Crabbe,BKN,,,SG,75,29.3,13.2,4.5,11,40.8,2.7,7.1,37.8,1.5,1.8,85.2,4.3,1.6,0.6,0.5,1,0,0,12.33,48,Allen Crabbe,SG,Brooklyn Nets,"$18,500,000.00"
100,Michael Beasley,NY,,,F,74,22.3,13.2,5.5,10.9,50.7,0.5,1.2,39.5,1.7,2.1,78,5.6,1.7,0.5,0.6,1.9,10,0,17.89,,Michael Beasley,F,New York Knicks,"$2,116,955.00"
101,Josh Jackson,PHX,,,SG,77,25.4,13.1,5.1,12.1,41.7,0.7,2.8,26.3,2.3,3.6,63.4,4.6,1.5,1,0.5,1.9,5,0,11.91,195,Josh Jackson,SG,Phoenix Suns,"$5,090,040.00"
102,Ricky Rubio,UTAH,,,PG,77,29.3,13.1,4.5,10.7,41.8,1.2,3.5,35.2,2.9,3.3,86.6,4.6,5.3,1.6,0.1,2.7,11,0,15.43,76,Ricky Rubio,PG,Utah Jazz,"$14,275,000.00"
103,Malcolm Brogdon,MIL,,,PG,48,29.9,13,5.1,10.5,48.5,1.3,3.4,38.5,1.6,1.8,88.2,3.3,3.2,0.9,0.3,1.4,1,0,14.31,331,Malcolm Brogdon,PG,Milwaukee Bucks,"$1,544,951.00"
104,Brook Lopez,LAL,,,C,74,23.4,13,5,10.7,46.5,1.5,4.4,34.5,1.5,2.1,70.3,4,1.7,0.4,1.3,1.3,4,0,16.52,28,Brook Lopez,C,Los Angeles Lakers,"$22,642,650.00"
105,Jeremy Lamb,CHA,,,SG,80,24.6,12.9,4.8,10.4,45.7,1.2,3.2,37,2.2,2.6,86.1,4.1,2.3,0.8,0.4,1.2,0,0,17.08,151,Jeremy Lamb,SG,Charlotte Hornets,"$7,488,372.00"
106,Josh Richardson,MIA,,,SG,81,33.2,12.9,4.9,10.9,45.1,1.6,4.1,37.8,1.5,1.8,84.5,3.5,2.9,1.5,0.9,1.7,0,0,13.6,125,Josh Richardson,SG,Miami Heat,"$9,367,200.00"
107,Al Horford,BOS,,,C,72,31.6,12.9,5.1,10.5,48.9,1.3,3.1,42.9,1.3,1.7,78.3,7.4,4.7,0.6,1.1,1.8,15,0,17.63,10,Al Horford,C,Boston Celtics,"$27,734,406.00"
108,Kent Bazemore,ATL,,,SF,65,27.5,12.9,4.4,10.4,42,1.7,4.2,39.4,2.5,3.1,79.6,3.8,3.5,1.5,0.7,2.4,0,0,14.51,50,Kent Bazemore,SF,Atlanta Hawks,"$18,089,887.00"
109,Trey Burke,NY,,,PG,36,21.8,12.8,5.4,10.7,50.3,1.1,2.9,36.2,1,1.6,64.9,2,4.7,0.7,0.1,1.2,3,0,21.11,333,Trey Burke,PG,New York Knicks,"$1,544,951.00"
110,Willie Cauley-Stein,SAC,,,C,73,28,12.8,5.3,10.6,50.2,0,0.2,25,2.1,3.4,61.9,7,2.4,1.1,0.9,1.5,12,0,17.61,227,Willie Cauley-Stein,C,Sacramento Kings,"$3,704,160.00"
111,Myles Turner,IND,,,C,65,28.2,12.7,4.7,9.8,47.9,0.9,2.4,35.7,2.5,3.2,77.7,6.4,1.3,0.6,1.8,1.5,11,0,16.65,239,Myles Turner,C,Indiana Pacers,"$3,410,284.00"
