RK_x,Player Name,Club1,Club2,Club3,POS_x,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER,RK_y,NAME,POS_y,TEAM,SALARY
11,Al Jefferson,CHA,,,C,73,35,21.8,9.6,18.8,50.9,0,0.2,20,2.6,3.8,69,10.8,2.1,0.9,1.1,1.7,42,0,22.75,33,Al Jefferson,C,Charlotte Bobcats,"$13,500,000 "
12,Russell Westbrook,OKC,,,PG,46,30.7,21.8,7.5,17.2,43.7,1.5,4.7,31.8,5.3,6.4,82.6,5.7,6.9,1.9,0.2,3.8,11,2,24.74,23,Russell Westbrook,PG,Oklahoma City Thunder,"$14,693,906 "
13,Paul George,IND,,,SG,80,36.2,21.7,7.2,17,42.4,2.3,6.3,36.4,5,5.8,86.4,6.8,3.5,1.9,0.3,2.8,12,1,20.16,173,Paul George,SG,Indiana Pacers,"$3,282,003 "
14,Dirk Nowitzki,DAL,,,F,80,32.9,21.7,7.9,15.9,49.7,1.6,4.1,39.8,4.2,4.7,89.9,6.2,2.7,0.9,0.6,1.5,6,0,23.68,2,Dirk Nowitzki,F,Dallas Mavericks,"$22,721,381 "
15,Kyrie Irving,CLE,,,PG,71,35.2,20.8,7.5,17.4,43,1.7,4.8,35.8,4.1,4.8,86.1,3.6,6.1,1.5,0.3,2.7,7,1,20.14,112,Kyrie Irving,PG,Cleveland Cavaliers,"$5,607,240 "
16,Anthony Davis,NO,,,PF,67,35.2,20.8,7.8,15,51.9,0,0.1,22.2,5.2,6.6,79.1,10,1.6,1.3,2.8,1.6,36,0,26.54,114,Anthony Davis,PF,New Orleans Pelicans,"$5,375,760 "
17,Brook Lopez,BKN,,,C,17,31.4,20.7,7.6,13.5,56.3,0,0.1,0,5.5,6.8,81.7,6,0.9,0.5,1.8,1.6,0,0,25.5,22,Brook Lopez,C,Brooklyn Nets,"$14,693,906 "
18,Damian Lillard,POR,,,PG,82,35.8,20.7,6.7,15.9,42.4,2.7,6.8,39.4,4.5,5.2,87.1,3.5,5.6,0.8,0.3,2.4,6,0,18.69,182,Damian Lillard,PG,Portland Trail Blazers,"$3,202,920 "
19,Isaiah Thomas,SAC,,,G,72,34.7,20.3,6.9,15.2,45.3,1.8,5.1,34.9,4.8,5.7,85,2.9,6.3,1.3,0.1,3,7,1,20.54,323,Isaiah Thomas,G,Sacramento Kings,"$884,293 "
20,Goran Dragic,PHX,,,PG,76,35.1,20.3,7.3,14.4,50.5,1.6,3.9,40.8,4.2,5.5,76,3.2,5.9,1.4,0.3,2.8,7,0,21.43,86,Goran Dragic,PG,Phoenix Suns,"$7,500,000 "
21,Rudy Gay,SAC,TOR,,SF,73,34.7,20,7.4,16.2,45.5,0.9,2.7,33,4.4,5.3,82.2,6,2.9,1.3,0.8,3.1,11,0,18.4,14,Rudy Gay,SF,Sacramento Kings,"$17,888,932 "
22,Ryan Anderson,NO,,,PF,22,36.1,19.8,7,16.1,43.8,3,7.5,40.9,2.7,2.8,95.2,6.5,0.8,0.5,0.3,0.9,4,0,18.89,72,Ryan Anderson,PF,New Orleans Pelicans,"$8,308,500 "
23,John Wall,WSH,,,PG,82,36.3,19.3,7.1,16.3,43.3,1.3,3.8,35.1,3.9,4.8,80.5,4.1,8.8,1.8,0.5,3.6,29,2,19.61,88,John Wall,PG,Washington Wizards,"$7,459,925 "
24,Chris Paul,LAC,,,PG,62,35,19.1,6.5,14,46.7,1.3,3.4,36.8,4.8,5.6,85.5,4.3,10.7,2.5,0.1,2.3,39,0,25.98,11,Chris Paul,PG,LA Clippers,"$18,668,431 "
25,Kevin Martin,MIN,,,SG,68,32,19.1,6.5,15,43,1.7,4.4,38.7,4.5,5,89.1,3,1.8,1,0.1,1.6,1,0,16.37,94,Kevin Martin,SG,Minnesota Timberwolves,"$6,500,000 "
26,Dwyane Wade,MIA,,,G,54,32.9,19,7.7,14.1,54.5,0.2,0.6,28.1,3.5,4.8,73.3,4.5,4.7,1.5,0.5,3,4,0,22.06,10,Dwyane Wade,G,Miami Heat,"$18,673,000 "
27,Monta Ellis,DAL,,,SG,82,36.9,19,7,15.6,45.1,0.8,2.5,33,4.1,5.2,78.8,3.6,5.7,1.7,0.3,3.2,6,0,16.83,77,Monta Ellis,SG,Dallas Mavericks,"$8,000,000 "
28,Jamal Crawford,LAC,,,G,69,30.3,18.6,6.1,14.7,41.6,2.3,6.5,36.1,4,4.7,86.6,2.3,3.2,0.9,0.2,2,2,0,17.39,116,Jamal Crawford,G,LA Clippers,"$5,225,000 "
29,Al Horford,ATL,,,C,29,33,18.6,8.2,14.5,56.7,0.1,0.4,36.4,2,2.9,68.2,8.4,2.6,0.9,1.5,2.2,9,0,22.08,43,Al Horford,C,Atlanta Hawks,"$12,000,000 "
30,Klay Thompson,GS,,,SG,81,35.4,18.4,6.9,15.5,44.4,2.8,6.6,41.7,1.8,2.3,79.5,3.1,2.2,0.9,0.5,1.7,1,0,14.32,224,Klay Thompson,SG,Golden State Warriors,"$2,317,920 "
31,Dwight Howard,HOU,,,C,71,33.7,18.3,6.7,11.3,59.1,0,0.1,28.6,4.9,9,54.7,12.2,1.8,0.8,1.8,3.2,47,0,21.36,6,Dwight Howard,C,Houston Rockets,"$20,513,178 "
32,Arron Afflalo,ORL,,,G,73,35,18.2,6.4,13.8,45.9,1.8,4.1,42.7,3.8,4.6,81.5,3.6,3.4,0.5,0,2,1,0,16.09,85,Arron Afflalo,G,Orlando Magic,"$7,500,000 "
33,David Lee,GS,,,PF,69,33.2,18.2,7.4,14.2,52.3,0,0,0,3.3,4.3,78,9.3,2.1,0.7,0.4,2.2,34,0,19.21,31,David Lee,PF,Golden State Warriors,"$13,878,000 "
34,Paul Millsap,ATL,,,PF,74,33.5,17.9,6.5,14.1,46.1,1,2.9,35.8,3.9,5.3,73.1,8.5,3.1,1.7,1.1,2.5,30,1,19.83,59,Paul Millsap,PF,Atlanta Hawks,"$9,500,000 "
35,Thaddeus Young,PHI,,,PF,79,34.4,17.9,7.4,16.2,45.4,1.1,3.7,30.8,2.1,2.9,71.2,6,2.3,2.1,0.5,2.1,11,0,16.64,64,Thaddeus Young,PF,Philadelphia 76ers,"$8,850,000 "
35,Kyle Lowry,TOR,,,PG,79,36.2,17.9,5.8,13.7,42.3,2.4,6.3,38,4,4.9,81.3,4.7,7.4,1.5,0.2,2.5,18,2,20.2,104,Kyle Lowry,PG,Toronto Raptors,"$6,210,000 "
37,Brandon Knight,MIL,,,PG,72,33.3,17.9,6.4,15.2,42.2,1.5,4.7,32.5,3.6,4.5,80.2,3.5,4.9,1,0.2,2.6,4,0,16.59,204,Brandon Knight,PG,Milwaukee Bucks,"$2,793,960 "
38,Nick Young,LAL,,,G,64,28.3,17.9,6,13.9,43.5,2.1,5.5,38.6,3.7,4.5,82.5,2.6,1.5,0.7,0.2,1.5,0,0,16.11,303,Nick Young,G,Los Angeles Lakers,"$1,106,942 "
39,Eric Bledsoe,PHX,,,SG,43,32.9,17.7,6.2,12.9,47.7,1.2,3.3,35.7,4.3,5.5,77.2,4.7,5.5,1.6,0.3,3.3,4,0,19.62,213,Eric Bledsoe,SG,Phoenix Suns,"$2,626,474 "
40,Kemba Walker,CHA,,,PG,73,35.8,17.7,6.2,15.7,39.3,1.5,4.5,33.3,3.9,4.6,83.7,4.2,6.1,1.2,0.4,2.3,9,1,16.82,215,Kemba Walker,PG,Charlotte Bobcats,"$2,568,360 "
41,Ty Lawson,DEN,,,G,62,35.8,17.6,5.6,13,43.1,1.2,3.3,35.6,5.2,6.5,79.8,3.5,8.8,1.6,0.2,3.2,23,0,19.02,51,Ty Lawson,G,Denver Nuggets,"$10,786,517 "
42,Nikola Pekovic,MIN,,,C,54,30.8,17.4,7,13,54,0,0,0,3.4,4.6,74.7,8.7,0.9,0.6,0.4,1.6,23,0,20.72,40,Nikola Pekovic,C,Minnesota Timberwolves,"$12,100,000 "
43,Zach Randolph,MEM,,,F,79,34.2,17.4,7.1,15.2,46.7,0,0.3,10,3.2,4.3,74.2,10.1,2.5,0.7,0.3,2.3,47,0,18.37,13,Zach Randolph,F,Memphis Grizzlies,"$18,238,333 "
44,Pau Gasol,LAL,,,PF,60,31.4,17.4,7.1,14.8,48,0.1,0.2,28.6,3.1,4.2,73.6,9.7,3.4,0.5,1.5,2.4,30,0,19.34,7,Pau Gasol,PF,Los Angeles Lakers,"$19,285,850 "
45,Mike Conley,MEM,,,PG,73,33.5,17.2,6.3,14.1,45,1.4,4,36.1,3.1,3.8,81.5,2.9,6,1.5,0.2,2.1,5,0,20.07,67,Mike Conley,PG,Memphis Grizzlies,"$8,600,001 "
46,Bradley Beal,WSH,,,SG,73,34.7,17.1,6.6,15.7,41.9,1.9,4.7,40.2,2,2.6,78.8,3.7,3.3,1,0.2,1.8,1,0,14.32,143,Bradley Beal,SG,Washington Wizards,"$4,319,280 "
47,Jeff Green,BOS,,,PF,82,34.2,16.9,5.9,14.3,41.2,1.6,4.8,34.1,3.5,4.3,79.5,4.6,1.7,0.7,0.6,2,2,0,13.17,66,Jeff Green,PF,Boston Celtics,"$8,700,000 "
48,Tony Parker,SA,,,G,68,29.4,16.7,6.7,13.4,49.9,0.4,1,37.3,2.9,3.6,81.1,2.3,5.7,0.5,0.1,2.2,2,0,19,37,Tony Parker,G,San Antonio Spurs,"$12,500,000 "
49,Michael Carter-Williams,PHI,,,PG,70,34.5,16.7,6.1,15.1,40.5,0.8,3,26.4,3.7,5.2,70.3,6.2,6.3,1.9,0.6,3.5,16,2,15.59,230,Michael Carter-Williams,PG,Philadelphia 76ers,"$2,200,920 "
50,Chandler Parsons,HOU,,,SF,74,37.6,16.6,6.3,13.3,47.2,1.8,4.7,37,2.2,3,74.2,5.5,4,1.2,0.4,1.9,7,0,15.9,320,Chandler Parsons,SF,Houston Rockets,"$926,500 "
51,Jeff Teague,ATL,,,PG,79,32.2,16.5,5.8,13.2,43.8,0.9,2.8,32.9,4,4.8,84.6,2.6,6.7,1.1,0.2,2.9,13,0,17.16,74,Jeff Teague,PG,Atlanta Hawks,"$8,000,000 "
52,Josh Smith,DET,,,PF,77,35.5,16.4,6.7,16,41.9,0.9,3.4,26.4,2.1,3.9,53.2,6.8,3.3,1.4,1.4,2.6,12,0,14.1,34,Josh Smith,PF,Detroit Pistons,"$13,500,000 "
53,Wesley Matthews,POR,,,SG,82,33.9,16.4,5.4,12.3,44.1,2.5,6.2,39.3,3.1,3.7,83.7,3.5,2.4,0.9,0.2,1.3,1,0,15.7,90,Wesley Matthews,SG,Portland Trail Blazers,"$6,875,480 "
54,Chris Bosh,MIA,,,PF,79,32,16.2,6.2,12.1,51.6,0.9,2.8,33.9,2.8,3.4,82,6.6,1.1,1,1,1.6,6,0,19.11,8,Chris Bosh,PF,Miami Heat,"$19,067,500 "
55,Gordon Hayward,UTAH,,,SF,77,36.4,16.2,5.5,13.4,41.3,1.1,3.6,30.4,4,4.9,81.6,5.1,5.2,1.4,0.5,2.8,9,0,16.22,171,Gordon Hayward,SF,Utah Jazz,"$3,452,183 "
56,Luol Deng,CHI,CLE,,F,63,35.1,16,5.9,13.7,43.1,0.9,3,30.2,3.4,4.3,79.1,5.7,2.9,1,0.1,1.8,8,0,15.22,28,Luol Deng,F,Cleveland Cavaliers,"$14,275,000 "
57,Derrick Rose,CHI,,,PG,10,31.1,15.9,5.8,16.4,35.4,1.6,4.7,34,2.7,3.2,84.4,3.2,4.3,0.5,0.1,3.4,0,0,9.82,16,Derrick Rose,PG,Chicago Bulls,"$17,632,688 "
57,Dion Waiters,CLE,,,G,70,29.6,15.9,6.1,14.2,43.3,1.3,3.6,36.8,2.3,3.4,68.5,2.8,3,0.9,0.2,2.2,1,0,14.1,156,Dion Waiters,G,Cleveland Cavaliers,"$3,894,240 "
59,Gerald Green,PHX,,,G,82,28.4,15.8,5.5,12.3,44.5,2.5,6.2,40,2.4,2.8,84.8,3.4,1.5,0.9,0.5,1.8,0,0,16.55,169,Gerald Green,G,Phoenix Suns,"$3,500,000 "
60,Joe Johnson,BKN,,,G,79,32.6,15.8,5.8,12.9,45.4,2.1,5.1,40.1,2,2.5,81.5,3.4,2.7,0.6,0.1,1.5,0,0,15.54,4,Joe Johnson,G,Brooklyn Nets,"$21,466,718 "
61,Jodie Meeks,LAL,,,G,77,33.2,15.7,5.4,11.6,46.3,2.1,5.2,40.1,2.9,3.4,85.7,2.5,1.8,1.4,0.1,1.4,0,0,14.75,263,Jodie Meeks,G,Los Angeles Lakers,"$1,550,000 "
62,Brandon Jennings,DET,,,G,80,34.1,15.5,5.3,14.2,37.3,1.9,5.7,33.7,3,4,75.1,3.1,7.6,1.3,0.1,2.7,18,0,15.67,81,Brandon Jennings,G,Detroit Pistons,"$7,655,503 "
63,Eric Gordon,NO,,,SG,64,32.1,15.4,5.6,12.8,43.6,1.6,4,39.1,2.7,3.5,78.5,2.6,3.3,1.2,0.2,2.1,0,0,14.92,26,Eric Gordon,SG,New Orleans Pelicans,"$14,283,844 "
64,Greg Monroe,DET,,,C,82,32.8,15.2,6.1,12.4,49.7,0,0,0,2.9,4.5,65.7,9.3,2.1,1.1,0.6,2,35,0,18.16,146,Greg Monroe,C,Detroit Pistons,"$4,086,454 "
65,JJ Redick,LAC,,,SG,35,28.2,15.2,5.2,11.4,45.5,2.1,5.3,39.5,2.8,3,91.5,2.1,2.2,0.8,0.1,1.2,0,0,16.64,98,JJ Redick,SG,LA Clippers,"$6,500,000 "
66,Serge Ibaka,OKC,,,C,81,32.9,15.1,6.5,12.1,53.6,0.3,0.7,38.3,1.9,2.5,78.4,8.8,1,0.5,2.7,1.5,29,0,19.66,39,Serge Ibaka,C,Oklahoma City Thunder,"$12,350,000 "
67,Tim Duncan,SA,,,C,74,29.2,15.1,6,12.2,49,0,0.1,0,3.1,4.3,73.1,9.7,3,0.6,1.9,2.1,30,0,21.4,53,Tim Duncan,C,San Antonio Spurs,"$10,361,446 "
68,Avery Bradley,BOS,,,PG,60,30.9,14.9,6,13.8,43.8,1.3,3.3,39.5,1.5,1.9,80.4,3.8,1.4,1.1,0.2,1.6,1,0,12.8,217,Avery Bradley,PG,Boston Celtics,"$2,511,432 "
69,Tobias Harris,ORL,,,PF,61,30.3,14.6,5.4,11.7,46.4,0.5,2.1,25.4,3.2,4,80.7,7,1.3,0.7,0.4,1.3,7,0,16.54,264,Tobias Harris,PF,Orlando Magic,"$1,545,840 "
70,Marc Gasol,MEM,,,C,59,33.4,14.6,5.7,12.1,47.3,0,0.2,18.2,3.1,4.1,76.8,7.2,3.6,1,1.3,1.9,10,0,18.27,21,Marc Gasol,C,Memphis Grizzlies,"$14,860,523 "
71,JR Smith,NY,,,G,74,32.7,14.5,5.4,12.9,41.5,2.6,6.5,39.4,1.2,1.9,65.2,4,3,0.9,0.3,1.5,1,0,14,113,JR Smith,G,New York Knicks,"$5,565,000 "
72,Tyreke Evans,NO,,,G,72,28.2,14.5,5.4,12.5,43.6,0.3,1.3,22.1,3.3,4.3,77.1,4.7,5,1.2,0.3,2.4,10,1,18.43,46,Tyreke Evans,G,New Orleans Pelicans,"$11,796,247 "
73,Trevor Ariza,WSH,,,SF,77,35.4,14.4,5.1,11.1,45.6,2.3,5.7,40.7,1.9,2.5,77.2,6.2,2.5,1.6,0.3,1.7,11,0,15.87,79,Trevor Ariza,SF,Washington Wizards,"$7,727,280 "
74,Jrue Holiday,NO,,,PG,34,33.6,14.3,6,13.4,44.7,0.9,2.3,39,1.5,1.9,81,4.2,7.9,1.6,0.4,3.1,9,0,17.19,58,Jrue Holiday,PG,New Orleans Pelicans,"$9,713,484 "
75,Deron Williams,BKN,,,PG,64,32.2,14.3,5,11.2,45,1.5,4.2,36.6,2.7,3.4,80.1,2.6,6.1,1.5,0.2,2.2,5,0,17.69,12,Deron Williams,PG,Brooklyn Nets,"$18,466,130 "
76,Nikola Vucevic,ORL,,,C,57,31.8,14.2,6.2,12.2,50.7,0,0,0,1.8,2.4,76.6,11,1.8,1.1,0.8,2,36,0,18.85,249,Nikola Vucevic,C,Orlando Magic,"$1,793,520 "
77,Nene ,WSH,,,C,53,29.4,14.2,5.6,11.2,50.3,0,0.1,20,2.9,5,58.3,5.5,2.9,1.2,0.9,2.2,2,0,16.67,,Nene Hilario,C,Washington Wizards,"$13,000,000 "
78,Gerald Henderson,CHA,,,SG,77,32,14,5.2,12.1,43.3,0.5,1.5,34.8,3.1,4,76.1,4,2.6,0.7,0.4,1.5,0,0,13.13,107,Gerald Henderson,SG,Charlotte Bobcats,"$6,000,000 "
79,David West,IND,,,F,80,30.9,14,5.7,11.7,48.8,0.1,0.2,26.7,2.5,3.1,78.9,6.8,2.8,0.8,0.9,1.7,8,0,17.55,42,David West,F,Indiana Pacers,"$12,000,000 "
80,Evan Turner,IND,PHI,,G,81,30.3,14,5.4,12.6,42.5,0.6,1.9,32.1,2.6,3.2,81.3,5,3.2,0.8,0.1,2.3,9,0,12.43,93,Evan Turner,G,Indiana Pacers,"$6,679,867 "
81,Alec Burks,UTAH,,,SG,78,28.1,14,4.9,10.7,45.7,0.6,1.8,35,3.6,4.8,74.8,3.3,2.7,0.9,0.2,1.9,0,0,15.82,229,Alec Burks,SG,Utah Jazz,"$2,202,000 "
82,Rodney Stuckey,DET,,,PG,73,26.7,13.9,5.1,11.7,43.6,0.3,1.2,27.3,3.3,4,83.6,2.3,2.1,0.7,0.1,1.7,0,0,14.04,69,Rodney Stuckey,PG,Detroit Pistons,"$8,500,000 "
83,Lance Stephenson,IND,,,G,78,35.3,13.8,5.5,11.2,49.1,1.1,3.1,35.2,1.8,2.5,71.1,7.2,4.6,0.7,0.1,2.7,20,5,14.72,313,Lance Stephenson,G,Indiana Pacers,"$1,005,000 "
84,Kobe Bryant,LAL,,,SF,6,29.5,13.8,5.2,12.2,42.5,0.5,2.7,18.8,3,3.5,85.7,4.3,6.3,1.2,0.2,5.7,0,0,10.74,1,Kobe Bryant,SF,Los Angeles Lakers,"$30,453,805 "
85,Victor Oladipo,ORL,,,SG,80,31.1,13.8,4.9,11.7,41.9,0.9,2.8,32.7,3.1,4,78,4.1,4.1,1.6,0.5,3.2,7,1,13.64,131,Victor Oladipo,SG,Orlando Magic,"$4,763,760 "
86,Markieff Morris,PHX,,,PF,81,26.6,13.8,5.1,10.4,48.6,0.4,1.3,31.5,3.2,4,79.2,6,1.8,0.8,0.6,1.8,11,0,18.48,235,Markieff Morris,PF,Phoenix Suns,"$2,091,840 "
87,Carlos Boozer,CHI,,,PF,76,28.2,13.7,5.9,12.9,45.6,0,0,0,1.9,2.5,76.7,8.3,1.6,0.7,0.3,2,25,0,14.48,19,Carlos Boozer,PF,Chicago Bulls,"$15,300,000 "
88,Kenneth Faried,DEN,,,F,80,27.2,13.7,5.6,10.3,54.5,0,0,0,2.5,3.9,65,8.6,1.2,0.9,0.9,1.7,27,0,19.9,281,Kenneth Faried,F,Denver Nuggets,"$1,367,640 "
89,Wilson Chandler,DEN,,,F,62,31.1,13.6,5,11.9,41.6,2,5.7,34.8,1.8,2.5,72.4,4.7,1.8,0.7,0.5,1.3,2,0,12.48,101,Wilson Chandler,F,Denver Nuggets,"$6,344,164 "
90,Andre Drummond,DET,,,C,81,32.3,13.5,5.9,9.5,62.3,0,0,0,1.7,4,41.8,13.2,0.4,1.2,1.6,1.4,57,0,22.65,220,Andre Drummond,C,Detroit Pistons,"$2,465,400 "
91,Paul Pierce,BKN,,,SF,75,28,13.5,4.3,9.5,45.1,1.5,4,37.3,3.4,4.1,82.6,4.6,2.4,1.1,0.4,2,1,0,16.81,18,Paul Pierce,SF,Brooklyn Nets,"$15,333,334 "
92,Derrick Favors,UTAH,,,C,73,30.2,13.3,5.3,10.2,52.2,0,0,0,2.6,3.9,66.9,8.7,1.2,1,1.5,1.8,25,0,19.01,106,Derrick Favors,C,Utah Jazz,"$6,008,196 "
93,Andrea Bargnani,NY,,,C,42,29.9,13.3,5.3,12,44.2,0.7,2.6,27.8,2,2.4,82.4,5.3,1.1,0.3,1.2,1.4,4,0,14.53,45,Andrea Bargnani,C,New York Knicks,"$11,862,500 "
94,Jared Sullinger,BOS,,,C,74,27.6,13.3,5.2,12.1,42.7,0.8,2.8,26.9,2.1,2.7,77.8,8.1,1.6,0.5,0.7,1.6,22,0,16.42,282,Jared Sullinger,C,Boston Celtics,"$1,365,720 "
95,Randy Foye,DEN,,,SG,81,30.7,13.2,4.5,10.8,41.3,2.3,6.1,38,1.9,2.3,84.9,2.9,3.5,0.8,0.5,1.8,4,0,13.31,198,Randy Foye,SG,Denver Nuggets,"$3,000,000 "
95,Marcin Gortat,WSH,,,C,81,32.8,13.2,5.6,10.4,54.2,0,0,100,1.9,2.8,68.6,9.5,1.7,0.5,1.5,1.6,37,0,17.66,80,Marcin Gortat,C,Washington Wizards,"$7,727,280 "
97,Spencer Hawes,CLE,PHI,,PF,80,30.9,13.2,5,11,45.6,1.6,3.9,41.6,1.5,1.9,78.3,8.3,3,0.6,1.2,2.2,25,0,15.77,97,Spencer Hawes,PF,Cleveland Cavaliers,"$6,500,000 "
98,Jimmy Butler,CHI,,,SF,67,38.7,13.1,4.1,10.3,39.7,1,3.6,28.3,3.9,5,76.9,4.9,2.6,1.9,0.5,1.5,5,0,13.57,302,Jimmy Butler,SF,Chicago Bulls,"$1,112,880 "
99,D.J. Augustin,CHI,TOR,,G,71,27.3,13.1,4.2,10.1,41.5,1.9,4.7,40.1,2.8,3.2,88.5,1.8,4.4,0.7,0,1.8,2,0,16.22,374,D.J. Augustin,G,Chicago Bulls,"$650,215 "
100,Reggie Jackson,OKC,,,PG,80,28.5,13.1,5,11.5,44,1,3.1,33.9,2,2.2,89.3,3.9,4.1,1.1,0.1,2.1,2,0,15.43,288,Reggie Jackson,PG,Oklahoma City Thunder,"$1,260,360 "
101,Nicolas Batum,POR,,,PF,82,36,13,4.6,10,46.5,1.8,4.9,36.1,2,2.5,80.3,7.5,5.1,0.9,0.7,2.5,16,2,15.86,47,Nicolas Batum,PF,Portland Trail Blazers,"$11,295,250 "
102,Tony Wroten,PHI,,,SG,72,24.5,13,4.8,11.2,42.7,0.6,2.6,21.3,2.9,4.5,64.1,3.2,3,1.1,0.2,2.8,1,1,12.96,296,Tony Wroten,SG,Philadelphia 76ers,"$1,160,040 "
103,Taj Gibson,CHI,,,C,82,28.7,13,5.2,10.9,47.9,0,0.1,0,2.6,3.4,75.1,6.8,1.1,0.5,1.4,1.8,15,0,16.09,83,Taj Gibson,C,Chicago Bulls,"$7,550,000 "
104,Kawhi Leonard,SA,,,SF,66,29.1,12.8,5.1,9.8,52.2,1,2.8,37.9,1.5,1.9,80.2,6.2,2,1.7,0.8,1.2,7,0,19.43,246,Kawhi Leonard,SF,San Antonio Spurs,"$1,887,840 "
105,Trey Burke,UTAH,,,PG,70,32.3,12.8,4.9,12.8,38,1.6,4.8,33,1.5,1.6,90.3,3,5.7,0.6,0.1,1.9,8,0,12.64,221,Trey Burke,PG,Utah Jazz,"$2,438,760 "
106,Joakim Noah,CHI,,,C,80,35.3,12.6,4.8,10,47.5,0,0,0,3.1,4.2,73.7,11.3,5.4,1.2,1.5,2.4,47,4,20.06,48,Joakim Noah,C,Chicago Bulls,"$11,100,000 "
107,Jeremy Lin,HOU,,,G,71,28.9,12.5,4.2,9.3,44.6,1.2,3.2,35.8,3.1,3.7,82.3,2.6,4.1,1,0.4,2.5,3,1,14.31,70,Jeremy Lin,G,Houston Rockets,"$8,374,646 "
108,Enes Freedom,UTAH,,,C,80,26.7,12.3,5.2,10.7,49.1,0,0,0,1.9,2.6,73,7.5,0.9,0.4,0.5,1.8,24,0,15.7,136,Enes Freedom,C,Utah Jazz,"$4,505,280 "
109,Manu Ginobili,SA,,,G,68,22.8,12.3,4.3,9.2,46.9,1.3,3.8,34.9,2.4,2.8,85.1,3,4.3,1,0.3,2,1,0,20.06,84,Manu Ginobili,G,San Antonio Spurs,"$7,500,000 "
110,Corey Brewer,MIN,,,F,81,32.2,12.3,4.8,10,48.1,0.7,2.6,28,2,2.8,71.8,2.6,1.7,1.9,0.4,1.3,0,0,12.71,126,Corey Brewer,F,Minnesota Timberwolves,"$5,000,000 "
111,Ramon Sessions,MIL,CHA,,G,83,26.7,12.3,4,9.3,42.9,0.4,1.5,28.2,3.9,4.9,80.7,2.4,4.1,0.6,0.1,1.8,3,0,16.04,124,Ramon Sessions,G,Milwaukee Bucks,"$5,000,000 "
112,Terrence Jones,HOU,,,PF,76,27.3,12.1,5.1,9.4,54.2,0.4,1.3,30.7,1.6,2.6,60.5,6.9,1.1,0.7,1.3,0.9,18,0,19.14,262,Terrence Jones,PF,Houston Rockets,"$1,551,840 "
113,Khris Middleton,MIL,,,SF,82,30,12.1,4.6,10.4,44,1.5,3.5,41.4,1.4,1.7,86.1,3.8,2.1,1,0.2,1.5,0,0,12.55,363,Khris Middleton,SF,Milwaukee Bucks,"$788,872 "
