RK_x,Player Name,Club1,Club2,Club3,POS_x,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER,RK_y,NAME,POS_y,TEAM,SALARY
37,Andrew Wiggins,MIN,,,SF,82,36.2,16.9,6.1,13.9,43.7,0.5,1.5,31,4.3,5.7,76,4.6,2.1,1,0.6,2.2,2,0,13.97,119,Andrew Wiggins,SF,Minnesota Timberwolves,"$5,510,640 "
38,Tony Wroten,PHI,,,SG,30,29.8,16.9,5.8,14.5,40.3,1.2,4.7,26.1,4,6,66.7,2.9,5.2,1.6,0.3,3.8,2,0,14.96,329,Tony Wroten,SG,Philadelphia 76ers,"$1,210,080 "
39,Paul Millsap,ATL,,,PF,73,32.7,16.7,6.1,12.7,47.6,1.1,3,35.6,3.5,4.6,75.7,7.8,3.1,1.8,0.9,2.3,15,0,20.1,62,Paul Millsap,PF,Atlanta Hawks,"$9,500,000 "
40,Al Jefferson,CHA,,,C,65,30.6,16.6,7.5,15.5,48.1,0,0.1,40,1.7,2.5,65.5,8.4,1.7,0.7,1.3,1,22,0,19.75,30,Al Jefferson,C,Charlotte Hornets,"$13,500,000 "
41,Tyreke Evans,NO,,,G,79,34.1,16.6,6.6,14.7,44.7,0.9,2.9,30.4,2.6,3.7,69.4,5.3,6.6,1.3,0.5,3.1,18,1,17.77,49,Tyreke Evans,G,New Orleans Pelicans,"$11,265,416 "
42,Kawhi Leonard,SA,,,SF,64,31.8,16.5,6.2,12.8,47.9,1,3,34.9,3.2,3.9,80.2,7.2,2.5,2.3,0.8,1.5,14,0,22.09,223,Kawhi Leonard,SF,San Antonio Spurs,"$2,894,059 "
43,Isaiah Thomas,BOS,PHX,,G,67,25.8,16.4,5,11.9,42.1,1.9,5.2,37.3,4.5,5.2,86.8,2.3,4.2,0.9,0.1,2.1,0,0,20.63,88,Isaiah Thomas,G,Boston Celtics,"$7,238,606 "
44,Kevin Love,CLE,,,PF,75,33.8,16.4,5.5,12.7,43.4,1.9,5.2,36.7,3.4,4.3,80.4,9.7,2.2,0.7,0.5,1.6,38,0,18.89,17,Kevin Love,PF,Cleveland Cavaliers,"$15,719,063 "
45,JJ Redick,LAC,,,SG,78,30.9,16.4,5.7,12,47.7,2.6,5.9,43.7,2.3,2.6,90.1,2.1,1.8,0.5,0.1,1.2,0,0,16.23,98,JJ Redick,SG,LA Clippers,"$6,792,500 "
46,Goran Dragic,MIA,PHX,,PG,78,33.8,16.3,6.4,12.8,50.1,1.2,3.3,34.7,2.3,3,77.3,3.5,4.5,1,0.2,2.2,4,0,17.47,86,Goran Dragic,PG,Miami Heat,"$7,500,000 "
47,Darren Collison,SAC,,,PG,45,34.8,16.1,5.8,12.2,47.3,1.3,3.6,37.3,3.2,4.1,78.8,3.2,5.6,1.5,0.3,2.5,3,0,17.53,145,Darren Collison,PG,Sacramento Kings,"$4,797,664 "
48,Zach Randolph,MEM,,,F,71,32.5,16.1,6.4,13.1,48.7,0.1,0.3,35,3.2,4.2,76.5,10.5,2.2,1,0.2,2.2,38,0,19.54,13,Zach Randolph,F,Memphis Grizzlies,"$16,500,000 "
49,George Hill,IND,,,PG,43,29.5,16.1,5.9,12.4,47.7,1.6,4.5,35.8,2.6,3.3,79,4.2,5.1,1,0.3,1.6,2,1,21.52,80,George Hill,PG,Indiana Pacers,"$8,000,000 "
50,Derrick Favors,UTAH,,,C,74,30.8,16,6.5,12.4,52.5,0,0.1,16.7,3,4.5,66.9,8.2,1.5,0.8,1.7,1.6,23,0,21.86,34,Derrick Favors,C,Utah Jazz,"$12,950,000 "
51,Wesley Matthews,POR,,,SG,60,33.7,15.9,5.6,12.5,44.8,2.9,7.4,38.9,1.8,2.4,75.2,3.7,2.3,1.3,0.2,1.4,0,0,16.15,87,Wesley Matthews,SG,Portland Trail Blazers,"$7,245,640 "
52,Jeff Teague,ATL,,,PG,73,30.5,15.9,5.6,12.2,46,1,2.8,34.3,3.8,4.4,86.2,2.5,7,1.7,0.4,2.8,10,0,20.64,77,Jeff Teague,PG,Atlanta Hawks,"$8,000,000 "
53,Greg Monroe,DET,,,C,69,31,15.9,6.1,12.4,49.6,0,0,0,3.7,4.9,75,10.2,2.1,1.1,0.5,2.2,35,0,21.26,120,Greg Monroe,C,Detroit Pistons,"$5,479,934 "
54,Mike Conley,MEM,,,PG,70,31.8,15.8,5.6,12.6,44.6,1.5,4,38.6,3.1,3.6,85.9,3,5.4,1.3,0.2,2.2,6,0,18.61,68,Mike Conley,PG,Memphis Grizzlies,"$8,694,216 "
55,Jamal Crawford,LAC,,,G,64,26.6,15.8,5.2,13.1,39.6,1.9,5.7,32.7,3.5,3.9,90.1,1.9,2.5,0.9,0.2,1.4,0,0,16.71,121,Jamal Crawford,G,LA Clippers,"$5,450,000 "
56,Dwight Howard,HOU,,,C,41,29.8,15.8,6.1,10.3,59.3,0,0,50,3.5,6.6,52.8,10.5,1.2,0.7,1.3,2.8,23,0,19.31,4,Dwight Howard,C,Houston Rockets,"$21,436,271 "
57,Chandler Parsons,DAL,,,SF,66,33.1,15.7,5.8,12.6,46.2,2,5.3,38,2.1,2.9,72,4.9,2.4,1,0.3,1.5,3,0,16.37,29,Chandler Parsons,SF,Dallas Mavericks,"$14,700,000 "
58,Lou Williams,TOR,,,SG,80,25.2,15.5,4.7,11.6,40.4,1.9,5.6,34,4.3,4.9,86.1,1.9,2.1,1.1,0.1,1.3,0,0,19.9,123,Lou Williams,SG,Toronto Raptors,"$5,450,000 "
59,Enes Freedom,OKC,UTAH,,C,75,28.5,15.5,6.4,12.4,51.9,0.2,0.6,35.6,2.4,3.1,78.2,8.9,0.7,0.5,0.4,1.9,31,0,20.36,116,Enes Freedom,C,Oklahoma City Thunder,"$5,694,674 "
60,Brandon Jennings,DET,,,G,41,28.6,15.4,5.3,13.2,40.1,1.9,5.1,36,2.9,3.5,83.9,2.5,6.6,1.1,0.1,2.2,5,0,19.74,78,Brandon Jennings,G,Detroit Pistons,"$8,000,000 "
61,Markieff Morris,PHX,,,PF,82,31.5,15.3,6.2,13.4,46.5,0.7,2.2,31.8,2.2,2.8,76.3,6.2,2.3,1.2,0.5,2.1,12,0,15.81,219,Markieff Morris,PF,Phoenix Suns,"$2,989,239 "
62,Bradley Beal,WSH,,,SG,63,33.4,15.3,5.8,13.5,42.7,1.7,4.1,40.9,2.1,2.6,78.3,3.8,3.1,1.2,0.3,2,2,0,14.02,151,Bradley Beal,SG,Washington Wizards,"$4,505,280 "
63,Ty Lawson,DEN,,,G,75,35.5,15.2,5.4,12.3,43.6,0.9,2.7,34.1,3.5,4.8,73,3.1,9.6,1.2,0.1,2.5,28,0,18.5,46,Ty Lawson,G,Denver Nuggets,"$11,595,506 "
64,Al Horford,ATL,,,C,76,30.5,15.2,6.8,12.7,53.8,0.1,0.5,30.6,1.4,1.9,75.9,7.2,3.2,0.9,1.3,1.3,14,1,21.43,44,Al Horford,C,Atlanta Hawks,"$12,000,000 "
65,Jeff Green,BOS,MEM,,PF,78,31.5,15,5.3,12.4,43,1.2,3.7,33.2,3.1,3.7,83.3,4.2,1.7,0.7,0.4,1.4,1,0,14.48,65,Jeff Green,PF,Memphis Grizzlies,"$9,200,000 "
66,Andrea Bargnani,NY,,,C,29,27.1,14.8,5.7,12.4,45.4,0.5,1.4,36.6,3,3.7,81.3,4.4,1.6,0.1,0.9,1.4,2,0,16.71,47,Andrea Bargnani,C,New York Knicks,"$11,500,000 "
67,Jrue Holiday,NO,,,PG,40,32.6,14.8,6,13.4,44.6,1.3,3.4,37.8,1.6,1.9,85.5,3.4,6.9,1.6,0.6,2.3,5,0,18.82,58,Jrue Holiday,PG,New Orleans Pelicans,"$9,904,495 "
68,Michael Carter-Williams,MIL,PHI,,PG,66,32.6,14.6,5.5,13.9,39.6,0.5,2.3,23.5,3.1,4.4,69.4,5.3,6.7,1.7,0.5,3.8,11,3,14.13,247,Michael Carter-Williams,PG,Milwaukee Bucks,"$2,300,040 "
69,Reggie Jackson,OKC,DET,,PG,77,29.5,14.5,5.6,12.9,43.4,0.9,3.1,29.9,2.4,2.8,83,4.2,6,0.8,0.1,2.4,15,2,17.24,252,Reggie Jackson,PG,Detroit Pistons,"$2,204,369 "
70,Joe Johnson,BKN,,,G,80,34.9,14.4,5.6,12.8,43.5,1.5,4.2,35.9,1.8,2.2,80.1,4.8,3.7,0.7,0.2,1.7,3,0,14.11,2,Joe Johnson,G,Brooklyn Nets,"$23,180,790 "
71,Tony Parker,SA,,,G,68,28.7,14.4,5.9,12.2,48.6,0.6,1.3,42.7,1.9,2.4,78.3,1.9,4.9,0.6,0,2.1,1,0,15.94,37,Tony Parker,G,San Antonio Spurs,"$12,500,000 "
72,Serge Ibaka,OKC,,,C,64,33.1,14.3,5.8,12.3,47.6,1.2,3.2,37.6,1.4,1.7,83.6,7.8,0.9,0.5,2.4,1.5,17,0,16.6,38,Serge Ibaka,C,Oklahoma City Thunder,"$12,350,000 "
73,Mo Williams,MIN,CHA,,PG,68,29.1,14.2,5,12.6,39.7,1.8,5.1,34.2,2.4,2.8,87.2,2.6,6.2,0.7,0.2,2.5,13,0,15.48,169,Mo Williams,PG,Charlotte Hornets,"$3,965,074 "
74,Thaddeus Young,MIN,BKN,,PF,76,32,14.1,5.9,12.7,46.6,0.5,1.5,33,1.7,2.6,65.5,5.4,2.3,1.6,0.3,1.5,3,0,15.74,63,Thaddeus Young,PF,Brooklyn Nets,"$9,410,869 "
75,Luol Deng,MIA,,,F,72,33.6,14,5.1,10.9,46.9,1.1,3.1,35.5,2.7,3.5,76.1,5.2,1.9,0.9,0.3,1.5,5,0,15.55,59,Luol Deng,F,Miami Heat,"$9,714,461 "
76,Wilson Chandler,DEN,,,F,78,31.7,13.9,5.4,12.5,42.9,1.8,5.2,34.2,1.4,1.8,77.5,6.1,1.7,0.7,0.4,1.4,8,0,13.24,99,Wilson Chandler,F,Denver Nuggets,"$6,757,913 "
77,Avery Bradley,BOS,,,PG,77,31.5,13.9,5.6,13.2,42.8,1.6,4.6,35.2,1,1.3,79,3.1,1.8,1.1,0.2,1.4,1,0,11.51,89,Avery Bradley,PG,Boston Celtics,"$7,191,011 "
78,Tim Duncan,SA,,,C,77,28.9,13.9,5.4,10.6,51.2,0,0.1,28.6,3,4,74,9.1,3,0.8,2,1.7,33,1,22.69,55,Tim Duncan,C,San Antonio Spurs,"$10,361,446 "
79,Alec Burks,UTAH,,,SG,27,33.3,13.9,4.5,11.1,40.3,1,2.5,38.2,3.9,4.8,82.2,4.2,3,0.6,0.2,1.9,2,0,13.07,209,Alec Burks,SG,Utah Jazz,"$3,034,356 "
80,Andre Drummond,DET,,,C,82,30.5,13.8,6,11.7,51.4,0,0,0,1.7,4.5,38.9,13.5,0.7,0.9,1.9,1.5,48,0,21.5,236,Andre Drummond,C,Detroit Pistons,"$2,568,360 "
81,Ryan Anderson,NO,,,PF,61,27.5,13.7,4.8,12,39.9,2,5.9,34,2.1,2.5,85.4,4.8,0.9,0.5,0.3,1,3,0,15.69,72,Ryan Anderson,PF,New Orleans Pelicans,"$8,491,500 "
82,Shabazz Muhammad,MIN,,,F,38,22.8,13.5,5.1,10.4,48.9,0.5,1.3,39.2,2.7,3.8,71.7,4.1,1.2,0.5,0.2,0.9,1,0,19.99,274,Shabazz Muhammad,F,Minnesota Timberwolves,"$1,971,960 "
83,Robert Covington,PHI,,,PF,70,27.9,13.5,4.3,10.8,39.5,2.4,6.4,37.4,2.5,3.1,82,4.5,1.5,1.4,0.4,1.8,1,0,14.72,350,Robert Covington,PF,Philadelphia 76ers,"$1,000,000 "
84,CJ Miles,IND,,,G,70,26.3,13.5,4.7,11.8,39.8,2.2,6.4,34.5,1.9,2.3,80.7,3.1,1.1,0.9,0.4,1,1,0,14.18,160,CJ Miles,G,Indiana Pacers,"$4,205,000 "
85,Eric Gordon,NO,,,SG,61,33.1,13.4,4.7,11.4,41.1,2.3,5.2,44.8,1.8,2.2,80.5,2.6,3.8,0.8,0.2,2,1,0,12.76,22,Eric Gordon,SG,New Orleans Pelicans,"$14,898,938 "
86,Nick Young,LAL,,,G,42,23.8,13.4,4.1,11.3,36.6,2,5.4,36.9,3.1,3.5,89.2,2.3,1,0.5,0.3,1,0,0,14.27,139,Nick Young,G,Los Angeles Lakers,"$4,994,420 "
87,Khris Middleton,MIL,,,SF,79,30.1,13.4,5.1,11,46.7,1.4,3.4,40.7,1.7,2,85.9,4.4,2.3,1.5,0.1,1.4,1,0,15.7,391,Khris Middleton,SF,Milwaukee Bucks,"$915,243 "
88,Jared Sullinger,BOS,,,C,58,27,13.3,5.4,12.2,43.9,0.9,3.2,28.3,1.7,2.2,74.4,7.6,2.3,0.8,0.7,1.3,12,0,17.93,309,Jared Sullinger,C,Boston Celtics,"$1,424,520 "
89,Arron Afflalo,POR,DEN,,G,78,32.1,13.3,4.8,11.3,42.4,1.5,4.3,35.4,2.1,2.5,84.3,3.2,1.7,0.5,0.1,1.5,0,0,10.7,85,Arron Afflalo,G,Portland Trail Blazers,"$7,500,000 "
90,Deron Williams,BKN,,,PG,68,31.1,13,4.4,11.3,38.7,1.3,3.5,36.7,3,3.5,83.4,3.5,6.6,0.9,0.3,2.3,11,0,15.73,8,Deron Williams,PG,Brooklyn Nets,"$19,754,465 "
91,Trey Burke,UTAH,,,PG,76,30.1,12.8,4.9,13.2,36.8,1.6,5.1,31.8,1.4,1.9,75.2,2.7,4.3,0.9,0.2,1.6,3,0,12.64,237,Trey Burke,PG,Utah Jazz,"$2,548,560 "
92,Trevor Ariza,HOU,,,SF,82,35.7,12.8,4.5,11.1,40.2,2.4,6.8,35,1.5,1.7,85.3,5.6,2.5,1.9,0.2,1.7,3,0,12.74,69,Trevor Ariza,SF,Houston Rockets,"$8,579,089 "
93,Kentavious Caldwell-Pope,DET,,,SG,82,31.5,12.7,4.8,11.9,40.1,1.9,5.4,34.5,1.3,1.9,69.6,3.1,1.3,1.1,0.2,1.1,0,0,11.25,226,Kentavious Caldwell-Pope,SG,Detroit Pistons,"$2,772,480 "
94,Giannis Antetokounmpo,MIL,,,PF,81,31.4,12.7,4.7,9.6,49.1,0.1,0.5,15.9,3.2,4.3,74.1,6.7,2.6,0.9,1,2.1,10,0,14.89,277,Giannis Antetokounmpo,PF,Milwaukee Bucks,"$1,873,200 "
95,Rodney Stuckey,IND,,,PG,71,26.4,12.6,4.7,10.6,44,0.8,2,39,2.5,3,81.9,3.5,3.1,0.8,0.1,1.7,2,0,15.48,397,Rodney Stuckey,PG,Indiana Pacers,"$915,243 "
96,DeMarre Carroll,ATL,,,F,70,31.3,12.6,4.5,9.3,48.7,1.7,4.3,39.5,1.8,2.6,70.2,5.3,1.7,1.3,0.2,1.1,3,0,15.94,240,DeMarre Carroll,F,Atlanta Hawks,"$2,442,455 "
97,Kenneth Faried,DEN,,,F,75,27.8,12.6,5,9.8,50.7,0,0.1,12.5,2.7,3.8,69.1,8.9,1.2,0.8,0.8,1.6,26,0,18.46,249,Kenneth Faried,F,Denver Nuggets,"$2,249,768 "
98,Nikola Pekovic,MIN,,,C,31,26.3,12.5,4.5,10.6,42.4,0,0,0,3.5,4.2,83.7,7.5,0.9,0.6,0.4,1.4,11,0,16.69,40,Nikola Pekovic,C,Minnesota Timberwolves,"$12,100,000 "
99,Danilo Gallinari,DEN,,,PF,59,24.2,12.4,3.9,9.6,40.1,1.8,5.1,35.5,2.9,3.2,89.5,3.7,1.4,0.8,0.3,1,0,0,16.81,52,Danilo Gallinari,PF,Denver Nuggets,"$10,854,850 "
100,Josh Smith,DET,HOU,,PF,83,27.7,12.4,5,11.9,41.9,0.9,2.7,31.6,1.5,3.1,49.8,6.4,3.3,1,1.4,2.5,15,0,14.92,263,Josh Smith,PF,Houston Rockets,"$2,077,000 "
101,Jabari Parker,MIL,,,PF,25,29.5,12.3,5.2,10.5,49,0.2,0.6,25,1.8,2.6,69.7,5.5,1.7,1.2,0.2,1.9,2,0,14.6,141,Jabari Parker,PF,Milwaukee Bucks,"$4,930,560 "
102,Marcin Gortat,WSH,,,C,82,29.9,12.2,5.4,9.5,56.6,0,0,0,1.5,2.1,70.3,8.7,1.2,0.6,1.3,1.2,22,0,18.28,54,Marcin Gortat,C,Washington Wizards,"$10,434,782 "
103,Kyle Korver,ATL,,,G,75,32.2,12.1,3.9,8,48.7,2.9,6,49.2,1.4,1.6,89.8,4.1,2.6,0.7,0.6,1.4,1,0,14.8,106,Kyle Korver,G,Atlanta Hawks,"$6,253,521 "
104,Ben McLemore,SAC,,,SG,82,32.6,12.1,4.4,10.1,43.7,1.7,4.8,35.8,1.6,2,81.3,2.9,1.7,0.9,0.2,1.7,0,0,10.42,210,Ben McLemore,SG,Sacramento Kings,"$3,026,280 "
105,Gerald Henderson,CHA,,,SG,80,28.9,12.1,4.6,10.6,43.7,0.6,1.7,33.1,2.3,2.7,84.8,3.4,2.6,0.6,0.3,1.4,2,0,13.29,111,Gerald Henderson,SG,Charlotte Hornets,"$6,000,000 "
106,JR Smith,CLE,NY,,G,70,29.7,12.1,4.5,10.8,41.7,2.3,6.1,38.3,0.8,1,75,3.1,2.8,1.2,0.3,1.4,0,0,13.63,101,JR Smith,G,Cleveland Cavaliers,"$6,515,510 "
107,Donatas Motiejunas,HOU,,,F,71,28.7,12,5,9.9,50.4,0.7,1.9,36.8,1.4,2.3,60.2,5.9,1.8,0.8,0.5,1.7,7,0,14.44,301,Donatas Motiejunas,F,Houston Rockets,"$1,483,920 "
108,Jonas Valanciunas,TOR,,,C,80,26.2,12,4.7,8.2,57.2,0,0,0,2.7,3.5,78.6,8.7,0.5,0.4,1.2,1.4,22,0,20.6,177,Jonas Valanciunas,C,Toronto Raptors,"$3,678,360 "
109,Evan Fournier,ORL,,,SG,58,28.6,12,4.4,9.9,44,1.5,3.9,37.8,1.8,2.5,72.8,2.6,2.1,0.7,0,1.4,0,0,12.47,302,Evan Fournier,SG,Orlando Magic,"$1,483,920 "
110,Jordan Hill,LAL,,,C,70,26.8,12,5.1,11.1,45.9,0,0.2,27.3,1.8,2.4,73.8,7.9,1.5,0.5,0.7,1.5,22,0,16.21,66,Jordan Hill,C,Los Angeles Lakers,"$9,000,000 "
111,Jarrett Jack,BKN,,,G,80,28,12,4.5,10.2,43.9,0.5,1.8,26.7,2.5,2.8,88.1,3.1,4.7,0.9,0.2,2.4,5,0,14.64,105,Jarrett Jack,G,Brooklyn Nets,"$6,300,000 "
112,Jabari Brown,LAL,,,SG,19,29.9,11.9,3.7,8.9,41.2,1.2,3.3,37.1,3.4,4.5,75.3,1.9,2.1,0.6,0.1,1.7,0,0,11,519,Jabari Brown,SG,Los Angeles Lakers,"$59,686 "
