RK_x,Player Name,Club1,Club2,Club3,POS_x,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER,RK_y,NAME,POS_y,TEAM,SALARY
113,Gerald Green,PHX,,,G,74,19.5,11.9,4.4,10.5,41.6,1.9,5.2,35.4,1.3,1.6,82.5,2.5,1.2,0.6,0.2,1.4,0,0,15.47,183,Gerald Green,G,Phoenix Suns,"$3,500,000 "
114,Jordan Clarkson,LAL,,,PG,59,25,11.9,4.5,10.1,44.8,0.6,2.1,31.4,2.2,2.7,82.9,3.2,3.5,0.9,0.2,1.6,2,0,16.94,464,Jordan Clarkson,PG,Los Angeles Lakers,"$507,336 "
115,Paul Pierce,WSH,,,SF,73,26.2,11.9,4,9,44.7,1.6,4.2,38.9,2.2,2.9,78.1,4,2,0.6,0.3,1.3,2,0,15.23,129,Paul Pierce,SF,Washington Wizards,"$5,305,000 "
116,Langston Galloway,NY,,,SG,45,32.4,11.8,4.5,11.4,39.9,1.4,3.9,35.2,1.4,1.7,80.8,4.2,3.3,1.2,0.3,1.4,0,0,12.36,502,Langston Galloway,SG,New York Knicks,"$235,762 "
117,Carlos Boozer,LAL,,,PF,71,23.8,11.8,5.2,10.5,49.9,0,0,0,1.3,2.1,62.7,6.8,1.3,0.6,0.2,1.3,10,0,16.5,200,Carlos Boozer,PF,Los Angeles Lakers,"$3,251,000 "
118,Hassan Whiteside,MIA,MEM,,C,48,23.8,11.8,5.1,8.1,62.8,0,0,0,1.6,3.3,50,10,0.1,0.6,2.6,1.2,22,1,26.26,450,Hassan Whiteside,C,Miami Heat,"$769,881 "
118,Dion Waiters,OKC,CLE,,G,80,27.6,11.8,4.7,11.8,39.6,0.9,3.1,29.7,1.5,2.2,68,2.4,2,1.1,0.3,1.4,1,0,10.93,162,Dion Waiters,G,Oklahoma City Thunder,"$4,062,000 "
120,Terrence Jones,HOU,,,PF,33,26.9,11.7,4.8,9.1,52.8,0.4,1.1,35.1,1.7,2.8,60.6,6.7,1.1,0.5,1.8,1.1,8,0,18.31,293,Terrence Jones,PF,Houston Rockets,"$1,618,680 "
121,Danny Green,SA,,,SF,81,28.5,11.7,4,9.1,43.6,2.4,5.6,41.8,1.4,1.6,87.4,4.2,2,1.2,1.1,1.1,2,0,16.55,165,Danny Green,SF,San Antonio Spurs,"$4,025,000 "
122,Draymond Green,GS,,,PF,79,31.5,11.7,4.3,9.7,44.3,1.4,4.2,33.7,1.7,2.5,66,8.2,3.7,1.6,1.3,1.7,18,1,16.43,399,Draymond Green,PF,Golden State Warriors,"$915,243 "
123,David West,IND,,,F,66,28.7,11.7,4.9,10.4,47.1,0.1,0.3,20,1.8,2.4,73.9,6.8,3.4,0.7,0.7,1.8,7,0,16.06,43,David West,F,Indiana Pacers,"$12,000,000 "
124,Aaron Brooks,CHI,,,G,82,23,11.6,4.2,10,42.1,1.5,3.8,38.7,1.8,2.1,83.3,2,3.2,0.7,0.2,1.9,1,0,14.49,389,Aaron Brooks,G,Chicago Bulls,"$915,243 "
125,DeAndre Jordan,LAC,,,C,82,34.4,11.5,4.6,6.5,71,0,0,25,2.3,5.7,39.7,15,0.7,1,2.2,1.3,47,0,21.05,48,DeAndre Jordan,C,LA Clippers,"$11,440,123 "
126,Ersan Ilyasova,MIL,,,PF,58,22.7,11.5,4.5,9.6,47.2,1.3,3.3,38.9,1.2,1.8,64.5,4.8,1,0.6,0.3,0.8,6,0,16.9,82,Ersan Ilyasova,PF,Milwaukee Bucks,"$7,900,000 "
127,Amar'e Stoudemire,DAL,NY,,C,59,21.1,11.5,4.6,8.3,55.7,0,0.1,0,2.3,3.2,72,5.6,0.8,0.5,0.6,1.3,4,0,20.4,496,Amar'e Stoudemire,C,Dallas Mavericks,"$306,876 "
128,Tim Hardaway Jr.,NY,,,SF,70,24,11.5,4,10.2,38.9,1.7,5.1,34.2,1.8,2.2,80.1,2.2,1.8,0.3,0.2,1.2,0,0,12.12,322,Tim Hardaway Jr.,SF,New York Knicks,"$1,250,640 "
129,Corey Brewer,MIN,HOU,,F,80,26.1,11.5,4.3,10.1,42.6,0.8,2.9,26.8,2.1,2.8,74.3,3.7,2.2,1.4,0.2,1.6,3,0,13.98,147,Corey Brewer,F,Houston Rockets,"$4,702,500 "
130,O.J. Mayo,MIL,,,SG,71,23.9,11.4,4.2,9.9,42.2,1.4,3.9,35.7,1.6,2,82.7,2.6,2.8,0.8,0.3,1.8,0,0,13.6,79,O.J. Mayo,SG,Milwaukee Bucks,"$8,000,000 "
131,Jeremy Lin,LAL,,,G,74,25.8,11.2,3.7,8.8,42.4,0.9,2.4,36.9,2.9,3.6,79.5,2.6,4.6,1.1,0.4,2.2,3,0,15.65,73,Jeremy Lin,G,Los Angeles Lakers,"$8,374,646 "
132,Jodie Meeks,DET,,,G,60,24.4,11.1,3.7,8.9,41.6,1.2,3.5,34.9,2.4,2.7,90.6,1.7,1.3,1,0.1,1,0,0,14.18,110,Jodie Meeks,G,Detroit Pistons,"$6,000,000 "
133,Vander Blue,LAL,,,SG,2,37,11,4.5,15,30,1,5,20,1,2.5,40,4.5,4,1.5,0,3,0,0,4.04,,Vander Blue,SG,Los Angeles Lakers,"14,409"
133,Nene ,WSH,,,C,67,25.3,11,4.6,9,51.1,0,0.1,20,1.8,3,60.4,5.1,1.8,1,0.3,1.9,2,0,14.33,,Nene Hilario,C,Washington Wizards,"$13,000,000 "
135,Michael Kidd-Gilchrist,CHA,,,F,55,28.9,10.9,4.1,8.8,46.5,0,0,0,2.7,3.9,70.1,7.6,1.4,0.5,0.7,1.1,12,0,15.14,135,Michael Kidd-Gilchrist,F,Charlotte Hornets,"$5,016,960 "
136,Anthony Morrow,OKC,,,SG,74,24.4,10.7,3.9,8.3,46.3,1.9,4.4,43.4,1.1,1.2,88.8,2.6,0.8,0.7,0.1,0.5,2,0,14.88,203,Anthony Morrow,SG,Oklahoma City Thunder,"$3,200,000 "
137,Brandon Bass,BOS,,,PF,82,23.5,10.6,4.2,8.3,50.4,0.1,0.4,28.1,2.1,2.6,79,4.9,1.3,0.5,0.4,1,5,0,16.39,96,Brandon Bass,PF,Boston Celtics,"$6,900,000 "
138,Roy Hibbert,IND,,,C,76,25.3,10.6,4.2,9.3,44.6,0,0,0,2.2,2.7,82.4,7.1,1.1,0.2,1.6,1.4,18,0,15.47,23,Roy Hibbert,C,Indiana Pacers,"$14,898,938 "
139,Manu Ginobili,SA,,,G,70,22.7,10.5,3.6,8.4,42.6,1.3,3.7,34.5,2.1,2.9,72.1,3,4.2,1,0.3,2.2,3,0,16.2,93,Manu Ginobili,G,San Antonio Spurs,"$7,000,000 "
140,Marcus Morris Sr.,PHX,,,SF,81,25.2,10.4,4.1,9.4,43.4,1.4,3.9,35.8,0.9,1.4,62.8,4.8,1.6,0.8,0.2,0.9,5,0,13.73,221,Marcus Morris Sr.,SF,Phoenix Suns,"$2,943,221 "
141,Marreese Speights,GS,,,F,76,15.9,10.4,4.2,8.5,49.2,0.1,0.2,27.8,2,2.3,84.3,4.3,0.9,0.3,0.4,1.1,1,0,19.58,179,Marreese Speights,F,Golden State Warriors,"$3,657,500 "
142,Alexey Shved,NY,PHI,HOU,PG,42,18.3,10.3,3.2,8,39.7,1.1,3.3,33.8,2.9,3.6,80.7,2.4,2.5,0.7,0.1,1.1,2,0,19.51,195,Alexey Shved,PG,New York Knicks,"$3,282,056 "
143,Taj Gibson,CHI,,,C,62,27.3,10.3,4.1,8.2,50.2,0,0,0,2.1,3,71.7,6.4,1.1,0.6,1.2,1.2,8,0,16.1,76,Taj Gibson,C,Chicago Bulls,"$8,000,000 "
144,Tyson Chandler,DAL,,,C,75,30.5,10.3,3.9,5.9,66.6,0,0,0,2.5,3.4,72,11.5,1.1,0.6,1.2,1.4,31,0,20.12,24,Tyson Chandler,C,Dallas Mavericks,"$14,846,888 "
145,Ricky Rubio,MIN,,,PG,22,31.5,10.3,3.5,10,35.6,0.6,2.3,25.5,2.6,3.2,80.3,5.7,8.8,1.7,0,2.9,7,1,15.24,148,Ricky Rubio,PG,Minnesota Timberwolves,"$4,660,479 "
146,Kelly Olynyk,BOS,,,PF,64,22.3,10.3,3.9,8.3,47.5,1,2.7,34.9,1.5,2.1,68.4,4.7,1.7,1,0.6,1.5,3,0,15.93,264,Kelly Olynyk,PF,Boston Celtics,"$2,075,760 "
147,Mario Chalmers,MIA,,,G,80,29.6,10.2,3.3,8.3,40.3,0.9,3.1,29.4,2.6,3.3,77.4,2.6,3.8,1.5,0.1,2.2,4,0,11.76,167,Mario Chalmers,G,Miami Heat,"$4,000,000 "
148,Tyler Zeller,BOS,,,C,82,21.1,10.2,4.1,7.5,54.9,0,0,0,1.9,2.3,82.3,5.7,1.4,0.2,0.6,0.9,3,0,19.01,288,Tyler Zeller,C,Boston Celtics,"$1,703,760 "
148,Nikola Mirotic,CHI,,,F,82,20.2,10.2,3.1,7.6,40.5,1.2,3.8,31.6,2.8,3.5,80.3,4.9,1.2,0.7,0.7,1.1,8,0,17.93,127,Nikola Mirotic,F,Chicago Bulls,"$5,305,000 "
150,Patrick Beverley,HOU,,,PG,56,30.8,10.1,3.6,9.5,38.3,2.1,5.8,35.6,0.8,1.1,75,4.2,3.4,1.1,0.4,1.5,2,0,11.37,387,Patrick Beverley,PG,Houston Rockets,"$915,243 "
151,Zach LaVine,MIN,,,SG,77,24.7,10.1,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,2.8,3.6,0.7,0.1,2.5,4,0,11.31,265,Zach LaVine,SG,Minnesota Timberwolves,"$2,055,840 "
152,Courtney Lee,MEM,,,G,77,30.6,10.1,3.7,8.4,44.8,1.2,2.9,40.2,1.4,1.7,86,2.3,2,1,0.2,1,0,0,11.51,122,Courtney Lee,G,Memphis Grizzlies,"$5,450,000 "
153,Harrison Barnes,GS,,,SF,82,28.3,10.1,3.9,8,48.2,1.1,2.6,40.5,1.3,1.8,72,5.5,1.4,0.7,0.2,0.9,6,0,13.41,208,Harrison Barnes,SF,Golden State Warriors,"$3,049,920 "
154,Gary Neal,MIN,CHA,,PG,54,22.1,10.1,3.5,9.3,37.4,0.9,3,30.5,2.2,2.5,86.7,2.4,1.9,0.4,0,1.2,0,0,11.13,202,Gary Neal,PG,Minnesota Timberwolves,"$3,250,000 "
155,Matt Barnes,LAC,,,SF,76,29.9,10.1,3.6,8.2,44.4,1.8,4.9,36.2,1,1.3,77.9,4,1.5,0.9,0.7,1.1,1,0,11.29,186,Matt Barnes,SF,LA Clippers,"$3,396,250 "
156,C.J. Watson,IND,,,PG,57,24.9,10,3.2,7.3,43.4,1.2,3.1,40,2.4,2.9,82.6,2.9,3.6,1,0.2,1.8,0,0,15.43,259,C.J. Watson,PG,Indiana Pacers,"$2,077,000 "
156,Wayne Ellington,LAL,,,SG,65,25.8,10,3.9,9.5,41.2,1.4,3.7,37,0.8,1,81.3,3.2,1.6,0.5,0,0.8,1,0,11.66,394,Wayne Ellington,SG,Los Angeles Lakers,"$915,243 "
158,Dennis Schroder,ATL,,,PG,77,19.7,10,3.7,8.6,42.7,0.7,1.9,35.1,1.9,2.3,82.7,2.1,4.1,0.6,0.1,1.9,5,0,15.74,289,Dennis Schroder,PG,Atlanta Hawks,"$1,690,680 "
159,Nerlens Noel,PHI,,,C,75,30.8,9.9,4,8.7,46.2,0,0,0,1.9,3.1,60.9,8.1,1.7,1.8,1.9,1.9,18,0,15.03,193,Nerlens Noel,C,Philadelphia 76ers,"$3,315,120 "
160,Wesley Johnson,LAL,,,F,76,29.5,9.9,3.8,9.1,41.4,1.2,3.4,35.1,1.2,1.5,80.4,4.2,1.6,0.8,0.6,1.1,3,0,11.14,369,Wesley Johnson,F,Los Angeles Lakers,"$915,243 "
161,Luc Mbah a Moute,PHI,,,F,67,28.6,9.9,3.7,9.5,39.5,0.9,3,30.7,1.4,2.4,58.9,4.9,1.6,1.2,0.3,1.5,4,0,10.6,157,Luc Mbah a Moute,F,Philadelphia 76ers,"$4,382,576 "
162,Terrence Ross,TOR,,,SG,82,25.5,9.8,3.8,9.2,41,1.8,4.8,37.2,0.5,0.7,78.6,2.8,1,0.6,0.3,0.8,0,0,11.21,225,Terrence Ross,SG,Toronto Raptors,"$2,793,960 "
163,Anderson Varejao,CLE,,,C,26,24.5,9.8,4.3,7.7,55.5,0,0.1,0,1.3,1.7,73.3,6.5,1.3,0.7,0.6,1.3,2,0,17.74,60,Anderson Varejao,C,Cleveland Cavaliers,"$9,704,545 "
164,Gorgui Dieng,MIN,,,C,73,30,9.7,3.5,7,50.6,0,0.1,16.7,2.6,3.3,78.3,8.3,2,1,1.7,1.7,18,0,17.26,310,Gorgui Dieng,C,Minnesota Timberwolves,"$1,413,480 "
165,Timofey Mozgov,CLE,DEN,,C,81,25.3,9.7,3.9,7,55.5,0,0.1,33.3,1.9,2.7,71.8,7.3,0.7,0.4,1.2,1.4,18,0,16.59,150,Timofey Mozgov,C,Cleveland Cavaliers,"$4,650,000 "
166,Robin Lopez,POR,,,C,59,27.8,9.6,4,7.4,53.5,0,0,0,1.7,2.2,77.2,6.7,0.9,0.3,1.4,1.2,6,0,16.26,108,Robin Lopez,C,Portland Trail Blazers,"$6,124,729 "
167,Evan Turner,BOS,,,G,82,27.6,9.5,3.9,9.1,42.9,0.4,1.5,27.7,1.3,1.7,75.2,5.1,5.5,1,0.2,2.4,7,3,12.88,197,Evan Turner,G,Boston Celtics,"$3,278,000 "
168,D.J. Augustin,OKC,DET,,G,82,24,9.5,3.1,7.9,39.9,1,3,33.7,2.2,2.5,86.8,2,4.3,0.6,0,1.8,4,0,13.92,216,D.J. Augustin,G,Oklahoma City Thunder,"$3,000,000 "
169,Greivis Vasquez,TOR,,,PG,82,24.3,9.5,3.6,8.8,40.8,1.6,4.3,37.9,0.6,0.8,75.8,2.6,3.7,0.6,0.1,1.5,0,0,12.67,103,Greivis Vasquez,PG,Toronto Raptors,"$6,400,000 "
170,Mike Dunleavy,CHI,,,SG,63,29.2,9.4,3.3,7.6,43.5,1.7,4.2,40.7,1.1,1.4,80.5,3.9,1.8,0.6,0.3,1,0,0,11.64,192,Mike Dunleavy,SG,Chicago Bulls,"$3,326,235 "
171,Luis Scola,IND,,,F,81,20.5,9.4,3.7,7.9,46.7,0.1,0.2,25,2,2.8,69.9,6.5,1.3,0.6,0.2,1.2,9,0,16.84,142,Luis Scola,F,Indiana Pacers,"$4,868,499 "
172,Nicolas Batum,POR,,,PF,71,33.5,9.4,3.4,8.5,40,1.4,4.4,32.4,1.2,1.4,85.7,5.9,4.8,1.1,0.6,1.9,5,0,13.1,45,Nicolas Batum,PF,Portland Trail Blazers,"$11,765,500 "
173,Amir Johnson,TOR,,,F,75,26.4,9.3,4,6.9,57.4,0.3,0.6,41.3,1.1,1.7,61.2,6.1,1.6,0.6,0.8,1.5,6,0,15.43,94,Amir Johnson,F,Toronto Raptors,"$7,000,000 "
174,Isaiah Canaan,PHI,HOU,,G,47,20,9.2,3.1,8,38.6,1.9,5.2,37,1,1.3,81.7,1.9,2.1,0.6,0.1,1.3,0,0,12.44,421,Isaiah Canaan,G,Philadelphia 76ers,"$816,842 "
175,Marco Belinelli,SA,,,G,62,22.4,9.2,3.2,7.6,42.3,1.4,3.7,37.4,1.4,1.6,84.8,2.5,1.5,0.5,0,1,0,0,12.47,224,Marco Belinelli,G,San Antonio Spurs,"$2,873,750 "
176,P.J. Tucker,PHX,,,PF,78,30.6,9.1,3.3,7.6,43.8,1.1,3.2,34.5,1.3,1.8,72.7,6.4,1.6,1.4,0.3,1.2,4,0,12.56,115,P.J. Tucker,PF,Phoenix Suns,"$5,700,000 "
177,Jose Calderon,NY,,,G,42,30.2,9.1,3.5,8.4,41.5,1.4,3.4,41.5,0.7,0.8,90.6,3,4.7,0.7,0,1.8,2,0,11.34,91,Jose Calderon,G,New York Knicks,"$7,097,191 "
178,Jason Richardson,PHI,,,SG,19,21.9,9.1,3.3,9.4,34.8,1.6,5.1,32.3,0.9,1.2,77.3,3.5,2,0.7,0.2,0.8,0,0,11.73,100,Jason Richardson,SG,Philadelphia 76ers,"$6,601,125 "
179,Bojan Bogdanovic,BKN,,,SF,78,23.8,9,3.3,7.4,45.3,1.2,3.3,35.5,1.1,1.4,82.1,2.7,0.9,0.4,0.1,1,0,0,11.64,196,Bojan Bogdanovic,SF,Brooklyn Nets,"$3,278,000 "
180,Rajon Rondo,BOS,DAL,,PG,68,29.7,8.9,4,9.5,42.6,0.4,1.3,31.4,0.5,1.1,39.7,5.5,7.9,1.3,0.1,3.1,15,3,13.49,35,Rajon Rondo,PG,Dallas Mavericks,"$12,909,090 "
181,Elfrid Payton,ORL,,,PG,82,30.4,8.9,3.7,8.6,42.5,0.1,0.5,26.2,1.4,2.6,55.1,4.3,6.5,1.7,0.2,2.5,12,2,13.87,244,Elfrid Payton,PG,Orlando Magic,"$2,397,840 "
182,Solomon Hill,IND,,,SF,82,29,8.9,3.1,7.7,39.6,0.8,2.5,32.7,1.9,2.4,82.4,3.8,2.2,0.8,0.2,1.4,1,0,10.2,319,Solomon Hill,SF,Indiana Pacers,"$1,302,840 "
183,Omri Casspi,SAC,,,F,67,21.1,8.9,3.1,6.4,48.9,0.5,1.3,40.2,2.1,2.9,73.3,3.9,1.5,0.5,0.1,1.3,1,0,14.45,366,Omri Casspi,F,Sacramento Kings,"$915,243 "
184,Paul George,IND,,,SG,6,15.2,8.8,3,8.2,36.7,1.5,3.7,40.9,1.3,1.8,72.7,3.7,1,0.8,0.2,2,0,0,13.02,15,Paul George,SG,Indiana Pacers,"$15,937,290 "
184,Michael Beasley,MIA,,,F,24,21,8.8,3.8,8.8,43.4,0.3,1.4,23.5,0.8,1.1,76.9,3.7,1.3,0.6,0.5,1.5,1,0,10.71,505,Michael Beasley,F,Miami Heat,"$195,440 "
186,Hollis Thompson,PHI,,,F,71,25,8.8,3.2,7.6,41.3,1.6,4,40.1,0.9,1.3,70.8,2.8,1.2,0.8,0.4,0.9,0,0,10.98,431,Hollis Thompson,F,Philadelphia 76ers,"$816,482 "
187,Devin Harris,DAL,,,G,76,22.2,8.8,2.9,6.9,41.8,1.3,3.5,35.7,1.7,2.1,81.5,1.8,3.1,1,0.2,1.1,0,0,14.86,172,Devin Harris,G,Dallas Mavericks,"$3,878,896 "
188,Mason Plumlee,BKN,,,C,82,21.3,8.7,3.4,6,57.3,0,0,0,1.9,3.9,49.5,6.2,0.9,0.8,0.8,1.3,12,0,18.04,313,Mason Plumlee,C,Brooklyn Nets,"$1,357,080 "
189,Boris Diaw,SA,,,C,81,24.5,8.7,3.6,7.8,46,0.7,2.1,32,0.9,1.1,77.4,4.3,2.9,0.4,0.3,1.6,1,0,12.74,84,Boris Diaw,C,San Antonio Spurs,"$7,500,000 "
190,Randy Foye,DEN,,,SG,50,21.7,8.7,3,8,36.8,1.9,5.3,35.7,0.9,1.1,81.8,1.7,2.4,0.7,0.2,1.2,0,0,11.03,214,Randy Foye,SG,Denver Nuggets,"$3,000,000 "
191,Dwight Buycks,LAL,,,G,6,20.5,8.7,3,6.7,45,1.2,1.8,63.6,1.5,1.7,90,2,2.3,0.5,0,2,0,0,13.15,441,Dwight Buycks,G,Los Angeles Lakers,"$816,482 "
192,Rodney Hood,UTAH,,,SG,50,21.3,8.7,3.1,7.5,41.4,1.2,3.4,36.5,1.2,1.6,76.3,2.3,1.7,0.6,0.2,0.9,0,0,12.39,320,Rodney Hood,SG,Utah Jazz,"$1,290,360 "
193,Chris Kaman,POR,,,C,74,18.9,8.6,3.8,7.4,51.5,0,0,0,1,1.4,70.6,6.5,0.9,0.2,0.7,1.5,4,0,17.38,144,Chris Kaman,C,Portland Trail Blazers,"$4,800,000 "
194,Tony Allen,MEM,,,SG,63,26.2,8.6,3.6,7.2,49.5,0.2,0.5,34.5,1.3,2,62.7,4.4,1.4,2,0.5,1.4,2,0,14.68,143,Tony Allen,SG,Memphis Grizzlies,"$4,831,461 "
195,Mirza Teletovic,BKN,,,PF,40,22.3,8.5,3.1,8,38.2,1.6,4.8,32.1,0.8,1.2,71.7,4.9,1.2,0.4,0.4,1.3,1,0,10.71,187,Mirza Teletovic,PF,Brooklyn Nets,"$3,368,100 "
196,Tristan Thompson,CLE,,,C,82,26.8,8.5,3.3,6,54.7,0,0,0,1.9,3,64.1,8,0.5,0.4,0.7,1,14,0,15.68,134,Tristan Thompson,C,Cleveland Cavaliers,"$5,138,430 "
197,Sebastian Telfair,OKC,,,PG,16,20.4,8.4,2.9,7.8,36.8,1.1,3.8,30,1.5,2.1,70.6,1.9,2.8,0.6,0,1.1,0,0,11.48,375,Sebastian Telfair,PG,Oklahoma City Thunder,"$915,243 "
198,Rudy Gobert,UTAH,,,C,82,26.3,8.4,3.1,5.2,60.4,0,0,0,2.1,3.3,62.3,9.5,1.3,0.8,2.3,1.4,25,0,21.6,340,Rudy Gobert,C,Utah Jazz,"$1,127,400 "
199,Derrick Williams,SAC,,,PF,74,19.8,8.3,2.9,6.6,44.7,0.7,2.1,31.4,1.8,2.6,68.4,2.7,0.7,0.5,0.1,0.8,1,0,12.89,104,Derrick Williams,PF,Sacramento Kings,"$6,331,404 "
200,Ed Davis,LAL,,,C,79,23.3,8.3,3.6,5.9,60.1,0,0,0,1.2,2.4,48.7,7.6,1.2,0.6,1.2,0.7,6,0,20,352,Ed Davis,C,Los Angeles Lakers,"$981,084 "
201,Jameer Nelson,BOS,DAL,DEN,G,63,22.3,8.3,3.3,8,40.7,1.4,4.1,34.5,0.4,0.6,66.7,2.3,4,0.7,0.1,1.7,0,0,12.14,232,Jameer Nelson,G,Denver Nuggets,"$2,732,000 "
202,Zaza Pachulia,MIL,,,C,73,23.7,8.3,3.3,7.2,45.4,0,0,0,1.7,2.2,78.8,6.8,2.4,1.1,0.3,1.8,15,0,15.68,133,Zaza Pachulia,C,Milwaukee Bucks,"$5,200,000 "
203,Tiago Splitter,SA,,,C,52,19.8,8.2,3.3,5.8,55.8,0,0,0,1.7,2.3,75,4.8,1.5,0.7,0.7,1.2,1,0,18.98,64,Tiago Splitter,C,San Antonio Spurs,"$9,250,000 "
204,Lance Stephenson,CHA,,,G,61,25.8,8.2,3.4,9,37.6,0.3,1.7,17.1,1.1,1.8,62.7,4.5,3.9,0.6,0.1,2.1,2,0,8.87,67,Lance Stephenson,G,Charlotte Hornets,"$9,000,000 "
205,Henry Sims,PHI,,,C,73,19.2,8,3.3,6.9,47.4,0.1,0.3,18.2,1.5,1.9,77.4,4.9,1.1,0.5,0.4,1.4,4,0,14.52,371,Henry Sims,C,Philadelphia 76ers,"$915,243 "
206,Iman Shumpert,CLE,NY,,G,62,24.9,8,3.1,7.6,41,1.1,3.2,34.2,0.7,1,67.2,3.6,2.2,1.3,0.3,1.5,2,0,11.48,235,Iman Shumpert,G,Cleveland Cavaliers,"$2,616,975 "
206,Jason Smith,NY,,,F,82,21.8,8,3.1,7.2,43.4,0.2,0.5,35.7,1.5,1.9,83,4,1.7,0.4,0.5,1.3,3,0,12.05,198,Jason Smith,F,New York Knicks,"$3,278,000 "
206,Patrick Patterson,TOR,,,PF,81,26.6,8,3,6.6,44.9,1.3,3.5,37.1,0.8,1,78.8,5.3,1.9,0.7,0.5,0.7,3,0,14.67,114,Patrick Patterson,PF,Toronto Raptors,"$5,831,326 "
209,Kris Humphries,WSH,,,PF,64,21,8,3.3,7,47.3,0,0.1,0,1.4,1.8,74.4,6.5,0.9,0.5,0.4,0.7,3,0,15.5,158,Kris Humphries,PF,Washington Wizards,"$4,250,000 "
210,David Lee,GS,,,PF,49,18.4,7.9,3.3,6.4,51.1,0,0,0,1.4,2.1,65.4,5.2,1.7,0.6,0.5,1,1,0,17.9,20,David Lee,PF,Golden State Warriors,"$15,012,000 "
211,Marcus Thornton,BOS,PHX,,SG,48,15,7.9,2.9,7.2,40.6,1.1,3,37.8,1,1.2,82.1,1.8,0.8,0.6,0.1,0.6,0,0,15.06,71,Marcus Thornton,SG,Phoenix Suns,"$8,575,000 "
212,James Johnson,TOR,,,PF,70,19.6,7.9,3.4,5.8,58.9,0.2,0.7,21.6,1,1.5,65.7,3.7,1.4,0.8,1,1.1,2,0,17.93,239,James Johnson,PF,Toronto Raptors,"$2,500,000 "
213,KJ McDaniels,PHI,HOU,,F,62,21.8,7.9,2.8,7,39.6,0.7,2.4,28.7,1.6,2.1,75.2,3.2,1.2,0.7,1.1,1.7,1,0,10.66,466,KJ McDaniels,F,Houston Rockets,"$507,336 "
214,Andre Iguodala,GS,,,F,77,26.9,7.8,3,6.4,46.6,1,2.8,34.9,0.9,1.5,59.6,3.3,3,1.2,0.3,1.1,0,0,12.34,39,Andre Iguodala,F,Golden State Warriors,"$12,289,544 "
215,Marcus Smart,BOS,,,PG,67,27,7.8,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,3.3,3.1,1.5,0.3,1.3,0,0,11.02,194,Marcus Smart,PG,Boston Celtics,"$3,283,320 "
216,Mike Scott,ATL,,,PF,68,16.5,7.8,3,6.7,44.4,1,2.8,34.4,0.9,1.1,79.2,2.9,1.1,0.4,0,0.6,0,0,15.14,189,Mike Scott,PF,Atlanta Hawks,"$3,333,333 "
217,Jerryd Bayless,MIL,,,G,77,22.3,7.8,2.9,6.7,42.6,0.5,1.6,30.8,1.6,1.8,88.3,2.7,3,0.8,0.2,1.7,0,0,11.18,215,Jerryd Bayless,G,Milwaukee Bucks,"$3,000,000 "
218,Rasual Butler,WSH,,,SF,75,20.1,7.7,2.9,6.9,42.2,1.2,3.1,38.7,0.7,0.9,79.1,2.6,0.8,0.4,0.3,0.6,0,0,11.44,390,Rasual Butler,SF,Washington Wizards,"$915,243 "
219,Steven Adams,OKC,,,C,70,25.3,7.7,3.1,5.7,54.4,0,0,0,1.5,2.9,50.2,7.5,0.9,0.5,1.2,1.4,10,0,14.14,254,Steven Adams,C,Oklahoma City Thunder,"$2,184,960 "
220,Jae Crowder,BOS,DAL,,PF,82,20.1,7.7,2.8,6.6,42,0.7,2.5,29.3,1.3,1.7,77.3,3.6,1.1,0.9,0.3,0.6,0,0,13.93,380,Jae Crowder,PF,Boston Celtics,"$915,243 "
221,Beno Udrih,MEM,,,PG,79,18.9,7.7,3.1,6.4,48.7,0.3,1.2,26.8,1.1,1.3,85.3,1.8,2.8,0.6,0.1,1.1,0,0,15.49,261,Beno Udrih,PG,Memphis Grizzlies,"$2,077,000 "
222,Norris Cole,MIA,NO,,F,75,24.4,7.6,3.1,7.4,41.2,0.7,2.3,31.3,0.8,1.1,71.6,2.1,3.4,0.8,0.2,1.3,0,0,10.93,266,Norris Cole,F,New Orleans Pelicans,"$2,038,206 "
223,Cody Zeller,CHA,,,C,62,24,7.6,2.8,6,46.1,0,0,100,2,2.6,77.4,5.8,1.6,0.5,0.8,1,2,0,14.15,164,Cody Zeller,C,Charlotte Hornets,"$4,030,560 "
224,JJ Hickson,DEN,,,C,73,19.3,7.6,3,6.3,47.5,0,0,0,1.6,2.8,57.7,6.2,0.8,0.5,0.5,1.3,9,0,14.39,124,JJ Hickson,C,Denver Nuggets,"$5,381,750 "
225,J.J. Barea,DAL,,,G,77,17.7,7.5,2.9,7,42,0.7,2.2,32.3,1,1.2,80.9,1.7,3.4,0.4,0,0.9,0,0,15.14,413,J.J. Barea,G,Dallas Mavericks,"$909,859 "
226,Tayshaun Prince,BOS,MEM,DET,SF,58,24.1,7.5,3.1,6.9,44,0.5,1.2,46.3,0.8,1.1,75.4,3.6,1.6,0.5,0.3,0.6,0,0,12.01,83,Tayshaun Prince,SF,Detroit Pistons,"$7,707,865 "
