RK_x,Player Name,Club1,Club2,Club3,POS_x,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER,RK_y,NAME,POS_y,TEAM,SALARY
68,Tim Hardaway Jr.,DAL,,,SF,70,28.4,16.6,5.8,13,44.7,3,7.6,39.1,2,2.5,81.6,3.3,1.8,0.4,0.2,0.9,0,0,15.73,57,Tim Hardaway Jr.,SF,Dallas Mavericks,"$18,975,000 "
69,Kevin Porter Jr.,CLE,HOU,,SG,26,32.1,16.6,6,14.1,42.5,1.9,6.2,31.1,2.7,3.6,73.4,3.8,6.3,0.7,0.3,3.5,4,0,12.57,365,Kevin Porter Jr.,SG,Houston Rockets,"$1,717,981 "
70,Buddy Hield,SAC,,,SG,71,34.3,16.6,5.7,14,40.6,4,10.2,39.1,1.2,1.5,84.6,4.7,3.6,0.9,0.4,1.8,2,0,12.85,44,Buddy Hield,SG,Sacramento Kings,"$24,701,834 "
71,Chris Paul,PHX,,,PG,70,31.4,16.4,6.3,12.6,49.9,1.5,3.7,39.5,2.4,2.6,93.4,4.5,8.9,1.4,0.3,2.2,25,1,21.42,2,Chris Paul,PG,Phoenix Suns,"$41,358,814 "
72,Khyri Thomas,HOU,,,SG,5,30.6,16.4,6.4,13.2,48.5,1.8,5.4,33.3,1.8,1.8,100,3.6,5,1.8,1.2,1.2,0,0,21.32,546,Khyri Thomas,SG,Houston Rockets,"$250,000 "
73,Bogdan Bogdanovic,ATL,,,SG,44,29.7,16.4,6.1,12.8,47.3,3.3,7.6,43.8,0.9,1,90.9,3.6,3.3,1.1,0.3,1.2,0,0,17.63,64,Bogdan Bogdanovic,SG,Atlanta Hawks,"$18,000,000 "
74,Mike Conley,UTAH,,,PG,51,29.4,16.2,5.6,12.5,44.4,2.7,6.6,41.2,2.4,2.8,85.2,3.5,6,1.4,0.2,1.9,6,0,19.26,10,Mike Conley,PG,Utah Jazz,"$34,502,130 "
75,Harrison Barnes,SAC,,,SF,58,36.2,16.1,5.5,11.1,49.7,1.7,4.4,39.1,3.4,4.1,83,6.6,3.5,0.7,0.2,1.6,6,0,15.43,48,Harrison Barnes,SF,Sacramento Kings,"$22,215,909 "
76,Elijah Bryant,MIL,,,SG,1,32,16,6,13,46.2,1,5,20,3,3,100,6,3,0,1,4,0,0,10.62,562,Elijah Bryant,SG,Milwaukee Bucks,"$24,611 "
77,OG Anunoby,TOR,,,SF,43,33.3,15.9,5.8,12.1,48,2.4,6.1,39.8,1.9,2.4,78.4,5.5,2.2,1.5,0.7,1.7,3,0,15.44,251,OG Anunoby,SF,Toronto Raptors,"$3,872,215 "
78,LaMelo Ball,CHA,,,PG,51,28.8,15.7,5.7,13.2,43.6,1.8,5.1,35.2,2.5,3.2,75.8,5.9,6.1,1.6,0.4,2.8,7,1,17.61,162,LaMelo Ball,PG,Charlotte Hornets,"$7,839,960 "
79,Dejounte Murray,SA,,,PG,67,31.9,15.7,6.6,14.5,45.3,0.9,3,31.7,1.6,2,79.1,7.1,5.4,1.5,0.1,1.7,13,4,16.52,85,Dejounte Murray,PG,San Antonio Spurs,"$14,286,000 "
80,Terrence Ross,ORL,,,SG,46,29.3,15.6,5.5,13.4,41.2,1.9,5.7,33.7,2.6,3,87,3.4,2.3,1,0.5,1.6,0,0,13.25,90,Terrence Ross,SG,Orlando Magic,"$13,500,000 "
81,T.J. Warren,IND,,,SF,4,29.3,15.5,6.8,12.8,52.9,0,1.8,0,2,2.5,80,3.5,1.3,0.5,0,1,0,0,11.68,105,T.J. Warren,SF,Indiana Pacers,"$12,500,000 "
82,Kelly Oubre Jr.,GS,,,SG,55,30.7,15.4,5.8,13.2,43.9,1.6,5.2,31.6,2.2,3.2,69.5,6,1.3,1,0.8,1.3,6,0,13.37,84,Kelly Oubre Jr.,SG,Golden State Warriors,"$14,375,000 "
83,Dennis Schroder,LAL,,,PG,61,32.1,15.4,5.4,12.5,43.7,1.2,3.5,33.5,3.4,4,84.8,3.5,5.8,1.1,0.2,2.7,6,0,13.84,74,Dennis Schroder,PG,Los Angeles Lakers,"$16,000,000 "
84,Derrick White,SA,,,PG,36,29.6,15.4,5.2,12.6,41.1,2.3,6.8,34.6,2.7,3.2,85.1,3,3.5,0.7,1,1.3,0,0,15.01,267,Derrick White,PG,San Antonio Spurs,"$3,516,284 "
85,Gary Trent Jr.,POR,TOR,,SG,58,31.1,15.3,5.5,13.5,40.8,2.8,7.4,38.5,1.4,1.8,78.3,2.6,1.4,1,0.2,0.7,0,0,12.15,374,Gary Trent Jr.,SG,Toronto Raptors,"$1,663,861 "
86,Clint Capela,ATL,,,C,63,30.1,15.2,6.6,11,59.4,0,0,0,2.1,3.6,57.3,14.3,0.8,0.7,2,1.2,48,1,24.36,75,Clint Capela,C,Atlanta Hawks,"$16,000,000 "
87,Tyler Herro,MIA,,,PG,54,30.3,15.1,5.7,12.9,43.9,2,5.5,36,1.7,2.2,80.3,5,3.4,0.6,0.3,1.9,5,0,13.42,303,Tyler Herro,PG,Miami Heat,"$2,582,160 "
88,Coby White,CHI,,,PG,69,31.2,15.1,5.4,13.1,41.6,2.4,6.6,35.9,1.9,2.1,90.1,4.1,4.8,0.6,0.2,2.3,5,0,12.09,197,Coby White,PG,Chicago Bulls,"$5,572,680 "
89,De'Andre Hunter,ATL,,,SF,23,29.5,15,5.2,10.8,48.4,1.3,4.1,32.6,3.2,3.7,85.9,4.8,1.9,0.8,0.5,1.3,1,0,15.75,168,De'Andre Hunter,SF,Atlanta Hawks,"$7,422,000 "
90,Andre Drummond,LAL,CLE,,C,46,27,14.9,6.1,12.4,49.3,0,0.2,0,2.7,4.5,60,12,2,1.4,1.1,2.7,28,0,19.46,526,Andre Drummond,C,Los Angeles Lakers,"$794,536 "
91,Devonte' Graham,CHA,,,PG,55,30.2,14.8,4.6,12.2,37.7,3.3,8.7,37.5,2.4,2.9,84.2,2.7,5.4,0.9,0.1,1.5,3,0,14.68,554,Devonte' Graham,PG,Charlotte Hornets,"$163,861 "
92,Derrick Rose,NY,DET,,PG,50,25.6,14.7,5.7,12.2,47,1,2.6,38.8,2.2,2.5,86.6,2.6,4.2,1,0.4,1.6,1,0,18.38,164,Derrick Rose,PG,New York Knicks,"$7,682,927 "
93,Lonzo Ball,NO,,,PG,55,31.8,14.6,5.3,12.7,41.4,3.1,8.3,37.8,0.9,1.2,78.1,4.8,5.7,1.5,0.6,2.2,5,1,15.23,119,Lonzo Ball,PG,New Orleans Pelicans,"$11,003,782 "
94,Kendrick Nunn,MIA,,,G,56,29.5,14.6,5.7,11.8,48.5,2.2,5.7,38.1,1,1.1,93.3,3.2,2.6,0.9,0.3,1.4,0,0,14.24,380,Kendrick Nunn,G,Miami Heat,"$1,663,861 "
95,Deandre Ayton,PHX,,,C,69,30.7,14.4,6.2,10,62.6,0.1,0.3,20,1.9,2.5,76.9,10.5,1.4,0.6,1.2,1.5,33,0,20.35,135,Deandre Ayton,C,Phoenix Suns,"$9,562,920 "
96,Jaren Jackson Jr.,MEM,,,PF,11,23.5,14.4,4.8,11.4,42.4,1.5,5.5,28.3,3.2,3.8,83.3,5.6,1.1,1.1,1.6,1.4,0,0,18.1,172,Jaren Jackson Jr.,PF,Memphis Grizzlies,"$7,257,360 "
97,Thomas Bryant,WSH,,,C,10,27.1,14.3,5.9,9.1,64.8,0.9,2.1,42.9,1.6,2.4,66.7,6.1,1.5,0.4,0.8,1.1,1,0,18.75,152,Thomas Bryant,C,Washington Wizards,"$8,333,333 "
98,Rudy Gobert,UTAH,,,C,71,30.8,14.3,5.5,8.2,67.5,0,0.1,0,3.3,5.3,62.3,13.5,1.3,0.6,2.7,1.7,49,0,23.54,37,Rudy Gobert,C,Utah Jazz,"$27,525,281 "
99,Ben Simmons,PHI,,,PG,58,32.4,14.3,5.6,10.1,55.7,0.1,0.2,30,3,4.9,61.3,7.2,6.9,1.6,0.6,3,13,4,18.38,21,Ben Simmons,PG,Philadelphia 76ers,"$30,559,200 "
100,Richaun Holmes,SAC,,,C,61,29.2,14.2,6,9.4,63.7,0,0.2,18.2,2.2,2.8,79.4,8.3,1.7,0.6,1.6,1.2,21,0,20.24,211,Richaun Holmes,C,Sacramento Kings,"$5,005,350 "
101,Al Horford,OKC,,,C,28,27.9,14.2,5.8,12.9,45,2,5.4,36.8,0.6,0.8,81.8,6.7,3.4,0.9,0.9,1,1,0,17.48,38,Al Horford,C,Oklahoma City Thunder,"$27,500,000 "
102,Marvin Bagley III,ISAC,,,PF,43,25.9,14.1,5.7,11.4,50.4,0.9,2.5,34.3,1.8,3.1,57.5,7.4,1,0.5,0.5,1.4,11,0,16.37,147,Marvin Bagley III,PF,Sacramento Kings,"$8,963,640 "
103,Joe Harris,BKN,,,SF,69,31,14.1,5.2,10.2,50.5,3.1,6.4,47.5,0.7,0.9,77.8,3.6,1.9,0.7,0.2,0.9,0,0,14.12,72,Joe Harris,SF,Brooklyn Nets,"$16,071,429 "
104,Luguentz Dort,OKC,,,SF,52,29.7,14,4.8,12.3,38.7,2.2,6.3,34.3,2.3,3.2,74.4,3.6,1.7,0.9,0.4,1.5,0,0,10.19,446,Luguentz Dort,SF,Oklahoma City Thunder,"$1,517,981 "
105,Rui Hachimura,WSH,,,PF,57,31.5,13.8,5.4,11.4,47.8,0.8,2.4,32.8,2.2,2.8,77,5.5,1.4,0.8,0.1,1.2,3,0,11.45,226,Rui Hachimura,PF,Washington Wizards,"$4,692,840 "
106,Darius Bazley,OKC,,,PF,55,31.2,13.7,5,12.5,39.6,1.5,5.2,29,2.3,3.2,70.2,7.2,1.8,0.5,0.5,2.2,11,0,9.73,315,Darius Bazley,PF,Oklahoma City Thunder,"$2,339,160 "
107,Chris Boucher,TOR,,,PF,60,24.2,13.6,4.8,9.3,51.4,1.5,3.9,38.3,2.5,3.2,78.8,6.7,1.1,0.6,1.9,0.8,12,0,21.97,178,Chris Boucher,PF,Toronto Raptors,"$6,750,000 "
108,Lauri Markkanen,CHI,,,PF,51,25.8,13.6,4.9,10.2,48,2.3,5.8,40.2,1.5,1.8,82.6,5.3,0.9,0.5,0.3,1,2,0,15.25,179,Lauri Markkanen,PF,Chicago Bulls,"$6,731,508 "
109,Doug McDermott,IND,,,SF,66,24.5,13.6,5.4,10.1,53.2,1.7,4.3,38.8,1.2,1.5,81.6,3.3,1.3,0.3,0.1,0.8,0,0,15.72,170,Doug McDermott,SF,Indiana Pacers,"$7,333,333 "
110,LaMarcus Aldridge,SA,BKN,,C,26,25.9,13.5,5.4,11.4,47.3,1.2,3.1,38.7,1.6,1.8,87.2,4.5,1.9,0.4,1.1,1,1,0,15.75,45,LaMarcus Aldridge,C,Brooklyn Nets,"$24,000,000 "
111,Kelly Olynyk,MIA,HOU,,PF,70,28.5,13.5,4.8,10,48.3,1.8,5.3,34.2,2.1,2.5,82.9,7,2.9,1.1,0.6,1.8,12,0,16.41,102,Kelly Olynyk,PF,Houston Rockets,"$12,598,243 "
