index,year,TEAM,lasy_year_playoff,GDP,pop,SALARY,turnover_metrics,median_ast,offensive_index,playoff,prediction
201,16,Sacramento Kings,False,124495,2292,67369469.0,0.18340163095541817,1.7999999999999998,1.954387195786278,False,0.0038486844367817195
202,17,Sacramento Kings,False,130120,2321,78073084.0,0.16357406535945435,3.8,1.6864816760037344,False,0.0036318678817215126
203,18,Sacramento Kings,False,138347,2343,62918597.0,0.1556361127853011,2.3,1.0783208020050128,False,0.0014394377302718003
204,19,Sacramento Kings,False,146370,2364,86661428.0,0.12625457843798926,2.3,2.6181813718269744,False,0.3639391565008644
205,20,Sacramento Kings,False,145412,2399,101848863.0,0.1590415159666209,2.9,1.690119155465236,False,0.04001011987763098
206,21,Sacramento Kings,False,153700,2411,88682328.0,0.14875278869733488,3.55,1.6369452965235176,False,0.016637761271065324
207,14,San Antonio Spurs,True,105787,2329,59159286.0,0.15822133084427703,2.5,3.4976278724981467,True,0.5566181038771258
208,15,San Antonio Spurs,True,112174,2379,62323360.0,0.16537914939477658,2.7,2.3777868358742165,True,0.1042406866457124
209,16,San Antonio Spurs,True,115263,2426,81376134.0,0.15559552473876695,2.6500000000000004,1.8993264532255354,True,0.21779392100094117
210,17,San Antonio Spurs,True,117866,2472,101379068.0,0.1519482088066291,2.5,2.5189892623716146,True,0.8265895444263448
211,18,San Antonio Spurs,True,126384,2513,107079057.0,0.16291278365177028,2.8,1.4967776584317953,True,0.33571626754724804
212,19,San Antonio Spurs,True,132237,2550,95125945.0,0.12951756959040958,2.5,2.4971277065841813,True,0.8969174257288115
213,20,San Antonio Spurs,True,132116,2567,103656241.0,0.13105803833847934,2.1,2.5349664977270683,False,0.9522417638015029
214,21,San Antonio Spurs,False,139647,2602,96997265.0,0.1241055625872152,2.15,1.4812132679825727,False,0.13334291998880038
215,14,Toronto Raptors,False,317410,5797,55330242.0,0.17425683510302598,3.45,2.1956466698367016,True,0.0029932653981498115
216,15,Toronto Raptors,True,291375,5867,65994671.0,0.14635535309121137,2.0,1.4976436256386825,True,0.15853522937603326
217,16,Toronto Raptors,True,292374,5938,65347074.0,0.15193042393453238,1.2,1.2036891979552524,True,0.11382364460334794
218,17,Toronto Raptors,True,311658,6010,106369083.0,0.13224527399665514,1.65,1.6499999999999986,True,0.9106162878473582
219,18,Toronto Raptors,True,324366,6082,123537375.0,0.15123532149223143,2.45,2.341031149301826,True,0.9714040508501516
220,19,Toronto Raptors,True,332549,6139,135178786.0,0.15102995288229837,3.3,2.4198984351436854,True,0.9820525182642911
221,20,Toronto Raptors,True,328359,6197,118082968.0,0.16619325321578118,2.7,2.565892400982624,True,0.9407499407208548
222,21,Toronto Raptors,True,361994,6255,120783015.0,0.12227418255942768,2.7,1.3532748732995468,False,0.9381101627114351
223,14,Utah Jazz,True,74941,1152,44412676.0,0.15464471307990696,2.2,1.142873685179533,False,0.005891790765468076
224,15,Utah Jazz,False,79284,1165,46923029.0,0.19864116154056816,2.3499999999999996,1.0857868081806714,False,5.319668748999889e-05
