index,year,TEAM,lasy_year_playoff,GDP,pop,SALARY,turnover_metrics,median_ast,offensive_index,playoff,prediction
225,16,Utah Jazz,False,84554,1185,55277867.0,0.1856193095204221,2.2,0.7685790461019822,False,0.00010330006300741191
226,17,Utah Jazz,False,88992,1205,74141889.0,0.1777716783090285,2.5,1.5681343370681609,True,0.0021483811684758674
227,18,Utah Jazz,True,96992,1219,97670091.0,0.1660265161613386,2.45,1.6783924095954168,True,0.26136254512265694
228,19,Utah Jazz,True,103150,1231,104349333.0,0.1757042039190068,2.55,2.2697851566609852,True,0.5196997973524523
229,20,Utah Jazz,True,103913,1260,111776284.0,0.17263196203232564,2.3,2.1243728423475243,True,0.6461254308609274
230,21,Utah Jazz,True,109836,1263,128955106.0,0.1611277638174313,2.5,2.854672801635992,True,0.9739349789384343
231,14,Washington Wizards,False,469123,6036,59773699.0,0.16876586648156733,2.7,2.549265181733677,True,0.024953476362003277
232,15,Washington Wizards,True,488987,6099,68907892.0,0.15072603042142355,2.7,2.1089391295919357,True,0.4199410582624055
233,16,Washington Wizards,True,508569,6155,72272440.0,0.16230309149521877,2.0,1.477916406815488,False,0.2034821395069248
234,17,Washington Wizards,False,525176,6218,97430036.0,0.15384304808808189,1.75,2.322184290382819,True,0.47684104724051923
235,18,Washington Wizards,True,547123,6256,123055869.0,0.16148849879092012,3.05,2.2657536698890084,True,0.9597335605882997
236,19,Washington Wizards,True,566892,6297,115658099.0,0.150463626477378,3.05,1.7913747027754985,False,0.9096703124446132
237,20,Washington Wizards,False,561028,6386,85196283.0,0.15951320830467033,3.35,2.169195618996319,False,0.08778856396033302
238,21,Washington Wizards,False,593007,6356,122086882.0,0.12740341181268744,1.9,2.192250711300792,True,0.9355444536726469
